Interaction_A(DrugBank_ID)	Interaction_B(DrugBank_ID)	adv/app	drugcomb
DB00969	DB01142	1	(DB00969,DB01142)
DB00969	DB00186	1	(DB00969,DB00186)
DB00248	DB01136	1	(DB00248,DB01136)
DB00887	DB00715	1	(DB00887,DB00715)
DB00887	DB00364	1	(DB00887,DB00364)
DB00887	DB00186	1	(DB00887,DB00186)
DB00887	DB00904	1	(DB00887,DB00904)
DB00887	DB01068	1	(DB00887,DB01068)
DB00887	DB00836	1	(DB00887,DB00836)
DB00887	DB01069	1	(DB00887,DB01069)
DB00887	DB00706	1	(DB00887,DB00706)
DB00887	DB00285	1	(DB00887,DB00285)
DB00887	DB00482	1	(DB00887,DB00482)
DB00887	DB00808	1	(DB00887,DB00808)
DB00887	DB00575	1	(DB00887,DB00575)
DB00887	DB00273	1	(DB00887,DB00273)
DB00887	DB00549	1	(DB00887,DB00549)
DB00887	DB00270	1	(DB00887,DB00270)
DB00887	DB01162	1	(DB00887,DB01162)
DB00887	DB00571	1	(DB00887,DB00571)
DB00887	DB01142	1	(DB00887,DB01142)
DB01083	DB00412	1	(DB01083,DB00412)
DB01083	DB01036	1	(DB01083,DB01036)
DB01083	DB00285	1	(DB01083,DB00285)
DB01083	DB00193	1	(DB01083,DB00193)
DB01083	DB00715	1	(DB01083,DB00715)
DB01083	DB00953	1	(DB01083,DB00953)
DB01083	DB00580	1	(DB01083,DB00580)
DB01083	DB00364	1	(DB01083,DB00364)
DB01083	DB00669	1	(DB01083,DB00669)
DB01083	DB01069	1	(DB01083,DB01069)
DB01083	DB00433	1	(DB01083,DB00433)
DB00273	DB00580	1	(DB00273,DB00580)
DB00273	DB00246	1	(DB00273,DB00246)
DB00273	DB01238	1	(DB00273,DB01238)
DB00273	DB00549	1	(DB00273,DB00549)
DB00273	DB00412	1	(DB00273,DB00412)
DB00273	DB00193	1	(DB00273,DB00193)
DB00273	DB00897	1	(DB00273,DB00897)
DB00273	DB00795	1	(DB00273,DB00795)
