drugA	drugB	drugA_for_disease	drugB_for_disease	drugcomb	adv/app
DB00465	DB12945	False	True	('DB00465', 'DB12945')	1
DB00465	DB13211	False	True	('DB00465', 'DB13211')	1
DB00465	DB13410	False	True	('DB00465', 'DB13410')	1
DB00465	DB13429	False	True	('DB00465', 'DB13429')	1
DB00465	DB13435	False	True	('DB00465', 'DB13435')	1
DB00465	DB13452	False	True	('DB00465', 'DB13452')	1
DB00465	DB13575	False	True	('DB00465', 'DB13575')	1
DB00465	DB13604	False	True	('DB00465', 'DB13604')	1
DB00465	DB13631	False	True	('DB00465', 'DB13631')	1
DB00465	DB13779	False	True	('DB00465', 'DB13779')	1
DB00465	DB00820	False	True	('DB00465', 'DB00820')	1
DB00467	DB00575	False	True	('DB00467', 'DB00575')	1
DB00467	DB12945	False	True	('DB00467', 'DB12945')	1
DB00468	DB00765	False	True	('DB00468', 'DB00765')	1
DB00468	DB00968	False	True	('DB00468', 'DB00968')	1
DB00468	DB01089	False	True	('DB00468', 'DB01089')	1
DB00468	DB01180	False	True	('DB00468', 'DB01180')	1
DB00468	DB09206	False	True	('DB00468', 'DB09206')	1
DB00468	DB09242	False	True	('DB00468', 'DB09242')	1
DB00468	DB09363	False	True	('DB00468', 'DB09363')	1
DB00468	DB11738	False	True	('DB00468', 'DB11738')	1
DB00468	DB13211	False	True	('DB00468', 'DB13211')	1
DB00468	DB13410	False	True	('DB00468', 'DB13410')	1
DB00468	DB13429	False	True	('DB00468', 'DB13429')	1
DB00468	DB13435	False	True	('DB00468', 'DB13435')	1
DB00468	DB13452	False	True	('DB00468', 'DB13452')	1
DB00468	DB13575	False	True	('DB00468', 'DB13575')	1
DB00468	DB13604	False	True	('DB00468', 'DB13604')	1
DB00468	DB13631	False	True	('DB00468', 'DB13631')	1
DB00468	DB13779	False	True	('DB00468', 'DB13779')	1
DB00468	DB01170	False	True	('DB00468', 'DB01170')	1
DB00468	DB01275	False	True	('DB00468', 'DB01275')	1
DB00468	DB06762	False	True	('DB00468', 'DB06762')	1
DB00468	DB08932	False	True	('DB00468', 'DB08932')	1
DB00468	DB04840	False	True	('DB00468', 'DB04840')	1
DB00468	DB00590	False	True	('DB00468', 'DB00590')	1
DB00468	DB01018	False	True	('DB00468', 'DB01018')	1
DB00468	DB01626	False	True	('DB00468', 'DB01626')	1
DB00468	DB12661	False	True	('DB00468', 'DB12661')	1
DB00468	DB08931	False	True	('DB00468', 'DB08931')	1
DB00468	DB06403	False	True	('DB00468', 'DB06403')	1
DB00468	DB00657	False	True	('DB00468', 'DB00657')	1
DB00468	DB01116	False	True	('DB00468', 'DB01116')	1
DB00468	DB01119	False	True	('DB00468', 'DB01119')	1
DB00468	DB00820	False	True	('DB00468', 'DB00820')	1
DB00468	DB12945	False	True	('DB00468', 'DB12945')	1
DB00468	DB00559	False	True	('DB00468', 'DB00559')	1
DB00468	DB00575	False	True	('DB00468', 'DB00575')	1
DB00469	DB01275	False	True	('DB00469', 'DB01275')	1
DB00469	DB01180	False	True	('DB00469', 'DB01180')	1
DB00469	DB00559	False	True	('DB00469', 'DB00559')	1
DB00469	DB00575	False	True	('DB00469', 'DB00575')	1
DB00469	DB00590	False	True	('DB00469', 'DB00590')	1
DB00469	DB00657	False	True	('DB00469', 'DB00657')	1
DB00469	DB00765	False	True	('DB00469', 'DB00765')	1
DB00469	DB00968	False	True	('DB00469', 'DB00968')	1
DB00469	DB01018	False	True	('DB00469', 'DB01018')	1
DB00469	DB01089	False	True	('DB00469', 'DB01089')	1
DB00469	DB01116	False	True	('DB00469', 'DB01116')	1
DB00469	DB01119	False	True	('DB00469', 'DB01119')	1
DB00469	DB01170	False	True	('DB00469', 'DB01170')	1
DB00469	DB01626	False	True	('DB00469', 'DB01626')	1
DB00469	DB04840	False	True	('DB00469', 'DB04840')	1
DB00469	DB06403	False	True	('DB00469', 'DB06403')	1
DB00469	DB06762	False	True	('DB00469', 'DB06762')	1
DB00469	DB08931	False	True	('DB00469', 'DB08931')	1
DB00469	DB08932	False	True	('DB00469', 'DB08932')	1
DB00469	DB09206	False	True	('DB00469', 'DB09206')	1
DB00469	DB09242	False	True	('DB00469', 'DB09242')	1
DB00469	DB09363	False	True	('DB00469', 'DB09363')	1
DB00469	DB11738	False	True	('DB00469', 'DB11738')	1
DB00469	DB12661	False	True	('DB00469', 'DB12661')	1
DB00469	DB12945	False	True	('DB00469', 'DB12945')	1
DB00469	DB13211	False	True	('DB00469', 'DB13211')	1
DB00469	DB13410	False	True	('DB00469', 'DB13410')	1
DB00469	DB13429	False	True	('DB00469', 'DB13429')	1
DB00469	DB13435	False	True	('DB00469', 'DB13435')	1
DB00469	DB13452	False	True	('DB00469', 'DB13452')	1
DB00469	DB13575	False	True	('DB00469', 'DB13575')	1
DB00469	DB13604	False	True	('DB00469', 'DB13604')	1
DB00469	DB13631	False	True	('DB00469', 'DB13631')	1
DB00469	DB13779	False	True	('DB00469', 'DB13779')	1
DB00469	DB00820	False	True	('DB00469', 'DB00820')	1
DB00470	DB01018	False	True	('DB00470', 'DB01018')	1
DB00470	DB01626	False	True	('DB00470', 'DB01626')	1
DB00470	DB12661	False	True	('DB00470', 'DB12661')	1
DB00470	DB00765	False	True	('DB00470', 'DB00765')	1
DB00470	DB00559	False	True	('DB00470', 'DB00559')	1
DB00470	DB00590	False	True	('DB00470', 'DB00590')	1
DB00470	DB09242	False	True	('DB00470', 'DB09242')	1
DB00470	DB11738	False	True	('DB00470', 'DB11738')	1
DB00470	DB00575	False	True	('DB00470', 'DB00575')	1
DB00470	DB04840	False	True	('DB00470', 'DB04840')	1
DB00470	DB12945	False	True	('DB00470', 'DB12945')	1
DB00470	DB01275	False	True	('DB00470', 'DB01275')	1
DB00471	DB00968	False	True	('DB00471', 'DB00968')	1
DB00471	DB08931	False	True	('DB00471', 'DB08931')	1
DB00471	DB00559	False	True	('DB00471', 'DB00559')	1
DB00471	DB00590	False	True	('DB00471', 'DB00590')	1
DB00472	DB00765	False	True	('DB00472', 'DB00765')	1
DB00472	DB00657	False	True	('DB00472', 'DB00657')	1
DB00472	DB01116	False	True	('DB00472', 'DB01116')	1
DB00472	DB00559	False	True	('DB00472', 'DB00559')	1
DB00472	DB12945	False	True	('DB00472', 'DB12945')	1
DB00472	DB00575	False	True	('DB00472', 'DB00575')	1
DB00472	DB00590	False	True	('DB00472', 'DB00590')	1
DB00472	DB04840	False	True	('DB00472', 'DB04840')	1
DB00472	DB12465	False	True	('DB00472', 'DB12465')	1
DB00472	DB01018	False	True	('DB00472', 'DB01018')	1
DB00472	DB12661	False	True	('DB00472', 'DB12661')	1
DB00472	DB01626	False	True	('DB00472', 'DB01626')	1
DB00474	DB00765	False	True	('DB00474', 'DB00765')	1
DB00474	DB00590	False	True	('DB00474', 'DB00590')	1
DB00474	DB00657	False	True	('DB00474', 'DB00657')	1
DB00474	DB00968	False	True	('DB00474', 'DB00968')	1
DB00474	DB01119	False	True	('DB00474', 'DB01119')	1
DB00474	DB01275	False	True	('DB00474', 'DB01275')	1
DB00474	DB08931	False	True	('DB00474', 'DB08931')	1
DB00474	DB09242	False	True	('DB00474', 'DB09242')	1
DB00474	DB01018	False	True	('DB00474', 'DB01018')	1
DB00474	DB01626	False	True	('DB00474', 'DB01626')	1
DB00474	DB12661	False	True	('DB00474', 'DB12661')	1
DB00474	DB00575	False	True	('DB00474', 'DB00575')	1
DB00475	DB00765	False	True	('DB00475', 'DB00765')	1
DB00475	DB01018	False	True	('DB00475', 'DB01018')	1
DB00475	DB01626	False	True	('DB00475', 'DB01626')	1
DB00475	DB12661	False	True	('DB00475', 'DB12661')	1
DB00475	DB00575	False	True	('DB00475', 'DB00575')	1
DB00476	DB00590	False	True	('DB00476', 'DB00590')	1
DB00476	DB00657	False	True	('DB00476', 'DB00657')	1
DB00476	DB00968	False	True	('DB00476', 'DB00968')	1
DB00476	DB01018	False	True	('DB00476', 'DB01018')	1
DB00476	DB01119	False	True	('DB00476', 'DB01119')	1
DB00476	DB01275	False	True	('DB00476', 'DB01275')	1
DB00476	DB08931	False	True	('DB00476', 'DB08931')	1
DB00476	DB09242	False	True	('DB00476', 'DB09242')	1
DB00476	DB00765	False	True	('DB00476', 'DB00765')	1
DB00476	DB12661	False	True	('DB00476', 'DB12661')	1
DB00476	DB11738	False	True	('DB00476', 'DB11738')	1
DB00476	DB04840	False	True	('DB00476', 'DB04840')	1
DB00476	DB01170	False	True	('DB00476', 'DB01170')	1
DB00476	DB08932	False	True	('DB00476', 'DB08932')	1
DB00476	DB00820	False	True	('DB00476', 'DB00820')	1
DB00476	DB00559	False	True	('DB00476', 'DB00559')	1
DB00476	DB00575	False	True	('DB00476', 'DB00575')	1
DB00476	DB01626	False	True	('DB00476', 'DB01626')	1
DB00477	DB01089	False	True	('DB00477', 'DB01089')	1
DB00477	DB01180	False	True	('DB00477', 'DB01180')	1
DB00477	DB09363	False	True	('DB00477', 'DB09363')	1
DB00477	DB13211	False	True	('DB00477', 'DB13211')	1
DB00477	DB13410	False	True	('DB00477', 'DB13410')	1
DB00477	DB13429	False	True	('DB00477', 'DB13429')	1
DB00477	DB13435	False	True	('DB00477', 'DB13435')	1
DB00477	DB13452	False	True	('DB00477', 'DB13452')	1
DB00477	DB13575	False	True	('DB00477', 'DB13575')	1
DB00477	DB13604	False	True	('DB00477', 'DB13604')	1
DB00477	DB13631	False	True	('DB00477', 'DB13631')	1
DB00477	DB13779	False	True	('DB00477', 'DB13779')	1
DB00477	DB06762	False	True	('DB00477', 'DB06762')	1
DB00477	DB08931	False	True	('DB00477', 'DB08931')	1
DB00477	DB06403	False	True	('DB00477', 'DB06403')	1
DB00477	DB01119	False	True	('DB00477', 'DB01119')	1
DB00477	DB01116	False	True	('DB00477', 'DB01116')	1
DB00477	DB00765	False	True	('DB00477', 'DB00765')	1
DB00477	DB09242	False	True	('DB00477', 'DB09242')	1
DB00477	DB11738	False	True	('DB00477', 'DB11738')	1
DB00477	DB00968	False	True	('DB00477', 'DB00968')	1
DB00477	DB00657	False	True	('DB00477', 'DB00657')	1
DB00477	DB00820	False	True	('DB00477', 'DB00820')	1
DB00477	DB04840	False	True	('DB00477', 'DB04840')	1
DB00477	DB01018	False	True	('DB00477', 'DB01018')	1
DB00477	DB00590	False	True	('DB00477', 'DB00590')	1
DB00477	DB09206	False	True	('DB00477', 'DB09206')	1
DB00477	DB12661	False	True	('DB00477', 'DB12661')	1
DB00477	DB00559	False	True	('DB00477', 'DB00559')	1
DB00477	DB01170	False	True	('DB00477', 'DB01170')	1
DB00477	DB08932	False	True	('DB00477', 'DB08932')	1
DB00477	DB01275	False	True	('DB00477', 'DB01275')	1
DB00477	DB12945	False	True	('DB00477', 'DB12945')	1
DB00477	DB00575	False	True	('DB00477', 'DB00575')	1
DB00477	DB01626	False	True	('DB00477', 'DB01626')	1
DB00479	DB00657	False	True	('DB00479', 'DB00657')	1
DB00479	DB00820	False	True	('DB00479', 'DB00820')	1
DB00479	DB00968	False	True	('DB00479', 'DB00968')	1
DB00479	DB01018	False	True	('DB00479', 'DB01018')	1
DB00479	DB01170	False	True	('DB00479', 'DB01170')	1
DB00479	DB01275	False	True	('DB00479', 'DB01275')	1
DB00479	DB08932	False	True	('DB00479', 'DB08932')	1
DB00480	DB00657	False	True	('DB00480', 'DB00657')	1
DB00480	DB00820	False	True	('DB00480', 'DB00820')	1
DB00480	DB00968	False	True	('DB00480', 'DB00968')	1
DB00480	DB01018	False	True	('DB00480', 'DB01018')	1
DB00480	DB01170	False	True	('DB00480', 'DB01170')	1
DB00480	DB01275	False	True	('DB00480', 'DB01275')	1
DB00480	DB08932	False	True	('DB00480', 'DB08932')	1
DB00481	DB00590	False	True	('DB00481', 'DB00590')	1
DB00481	DB00575	False	True	('DB00481', 'DB00575')	1
DB00481	DB08931	False	True	('DB00481', 'DB08931')	1
DB00482	DB00657	False	True	('DB00482', 'DB00657')	1
DB00482	DB01116	False	True	('DB00482', 'DB01116')	1
DB00482	DB01275	False	True	('DB00482', 'DB01275')	1
DB00482	DB01180	False	True	('DB00482', 'DB01180')	1
DB00482	DB00590	False	True	('DB00482', 'DB00590')	1
DB00482	DB04840	False	True	('DB00482', 'DB04840')	1
DB00482	DB00575	False	True	('DB00482', 'DB00575')	1
DB00482	DB00765	False	True	('DB00482', 'DB00765')	1
DB00482	DB00968	False	True	('DB00482', 'DB00968')	1
DB00482	DB01018	False	True	('DB00482', 'DB01018')	1
DB00482	DB01089	False	True	('DB00482', 'DB01089')	1
DB00482	DB01119	False	True	('DB00482', 'DB01119')	1
DB00482	DB01170	False	True	('DB00482', 'DB01170')	1
DB00482	DB01626	False	True	('DB00482', 'DB01626')	1
DB00482	DB06403	False	True	('DB00482', 'DB06403')	1
DB00482	DB06762	False	True	('DB00482', 'DB06762')	1
DB00482	DB08931	False	True	('DB00482', 'DB08931')	1
DB00482	DB08932	False	True	('DB00482', 'DB08932')	1
DB00482	DB09206	False	True	('DB00482', 'DB09206')	1
DB00482	DB09242	False	True	('DB00482', 'DB09242')	1
DB00482	DB09363	False	True	('DB00482', 'DB09363')	1
DB00482	DB11738	False	True	('DB00482', 'DB11738')	1
DB00482	DB12661	False	True	('DB00482', 'DB12661')	1
DB00482	DB12945	False	True	('DB00482', 'DB12945')	1
DB00482	DB13211	False	True	('DB00482', 'DB13211')	1
DB00482	DB13410	False	True	('DB00482', 'DB13410')	1
DB00482	DB13429	False	True	('DB00482', 'DB13429')	1
DB00482	DB13435	False	True	('DB00482', 'DB13435')	1
DB00482	DB13452	False	True	('DB00482', 'DB13452')	1
DB00482	DB13575	False	True	('DB00482', 'DB13575')	1
DB00482	DB13604	False	True	('DB00482', 'DB13604')	1
DB00482	DB13631	False	True	('DB00482', 'DB13631')	1
DB00482	DB13779	False	True	('DB00482', 'DB13779')	1
DB00482	DB00820	False	True	('DB00482', 'DB00820')	1
DB00482	DB00559	False	True	('DB00482', 'DB00559')	1
DB00483	DB00765	False	True	('DB00483', 'DB00765')	1
DB00483	DB00657	False	True	('DB00483', 'DB00657')	1
DB00483	DB01116	False	True	('DB00483', 'DB01116')	1
DB00483	DB01018	False	True	('DB00483', 'DB01018')	1
DB00483	DB01626	False	True	('DB00483', 'DB01626')	1
DB00483	DB12661	False	True	('DB00483', 'DB12661')	1
DB00483	DB09242	False	True	('DB00483', 'DB09242')	1
DB00483	DB11738	False	True	('DB00483', 'DB11738')	1
DB00483	DB00575	False	True	('DB00483', 'DB00575')	1
DB00484	DB00559	False	True	('DB00484', 'DB00559')	1
DB00484	DB00590	False	True	('DB00484', 'DB00590')	1
DB00484	DB00657	False	True	('DB00484', 'DB00657')	1
DB00484	DB00765	False	True	('DB00484', 'DB00765')	1
DB00484	DB00820	False	True	('DB00484', 'DB00820')	1
DB00484	DB00968	False	True	('DB00484', 'DB00968')	1
DB00484	DB01018	False	True	('DB00484', 'DB01018')	1
DB00484	DB01089	False	True	('DB00484', 'DB01089')	1
DB00484	DB01116	False	True	('DB00484', 'DB01116')	1
DB00484	DB01119	False	True	('DB00484', 'DB01119')	1
DB00484	DB01170	False	True	('DB00484', 'DB01170')	1
DB00484	DB01180	False	True	('DB00484', 'DB01180')	1
DB00484	DB01275	False	True	('DB00484', 'DB01275')	1
DB00484	DB01626	False	True	('DB00484', 'DB01626')	1
DB00484	DB04840	False	True	('DB00484', 'DB04840')	1
DB00484	DB06403	False	True	('DB00484', 'DB06403')	1
DB00484	DB06762	False	True	('DB00484', 'DB06762')	1
DB00484	DB08931	False	True	('DB00484', 'DB08931')	1
DB00484	DB08932	False	True	('DB00484', 'DB08932')	1
DB00484	DB09206	False	True	('DB00484', 'DB09206')	1
DB00484	DB09242	False	True	('DB00484', 'DB09242')	1
DB00484	DB09363	False	True	('DB00484', 'DB09363')	1
DB00484	DB11738	False	True	('DB00484', 'DB11738')	1
DB00484	DB12661	False	True	('DB00484', 'DB12661')	1
DB00484	DB12945	False	True	('DB00484', 'DB12945')	1
DB00484	DB13211	False	True	('DB00484', 'DB13211')	1
DB00484	DB13410	False	True	('DB00484', 'DB13410')	1
DB00484	DB13429	False	True	('DB00484', 'DB13429')	1
DB00484	DB13435	False	True	('DB00484', 'DB13435')	1
DB00484	DB13452	False	True	('DB00484', 'DB13452')	1
DB00484	DB13575	False	True	('DB00484', 'DB13575')	1
DB00484	DB13604	False	True	('DB00484', 'DB13604')	1
DB00484	DB13631	False	True	('DB00484', 'DB13631')	1
DB00484	DB13779	False	True	('DB00484', 'DB13779')	1
DB00484	DB00575	False	True	('DB00484', 'DB00575')	1
DB00485	DB00590	False	True	('DB00485', 'DB00590')	1
DB00485	DB00575	False	True	('DB00485', 'DB00575')	1
DB00486	DB00765	False	True	('DB00486', 'DB00765')	1
DB00486	DB01018	False	True	('DB00486', 'DB01018')	1
DB00486	DB01626	False	True	('DB00486', 'DB01626')	1
DB00486	DB12661	False	True	('DB00486', 'DB12661')	1
DB00486	DB00657	False	True	('DB00486', 'DB00657')	1
DB00486	DB00968	False	True	('DB00486', 'DB00968')	1
DB00486	DB01119	False	True	('DB00486', 'DB01119')	1
DB00486	DB01275	False	True	('DB00486', 'DB01275')	1
DB00486	DB09242	False	True	('DB00486', 'DB09242')	1
DB00486	DB00559	False	True	('DB00486', 'DB00559')	1
DB00486	DB00590	False	True	('DB00486', 'DB00590')	1
DB00486	DB08931	False	True	('DB00486', 'DB08931')	1
DB00486	DB11738	False	True	('DB00486', 'DB11738')	1
DB00486	DB00820	False	True	('DB00486', 'DB00820')	1
DB00486	DB01089	False	True	('DB00486', 'DB01089')	1
DB00486	DB01116	False	True	('DB00486', 'DB01116')	1
DB00486	DB01170	False	True	('DB00486', 'DB01170')	1
DB00486	DB01180	False	True	('DB00486', 'DB01180')	1
DB00486	DB04840	False	True	('DB00486', 'DB04840')	1
DB00486	DB06403	False	True	('DB00486', 'DB06403')	1
DB00486	DB06762	False	True	('DB00486', 'DB06762')	1
DB00486	DB08932	False	True	('DB00486', 'DB08932')	1
DB00486	DB09206	False	True	('DB00486', 'DB09206')	1
DB00486	DB09363	False	True	('DB00486', 'DB09363')	1
DB00486	DB12945	False	True	('DB00486', 'DB12945')	1
DB00486	DB13211	False	True	('DB00486', 'DB13211')	1
DB00486	DB13410	False	True	('DB00486', 'DB13410')	1
DB00486	DB13429	False	True	('DB00486', 'DB13429')	1
DB00486	DB13435	False	True	('DB00486', 'DB13435')	1
DB00486	DB13452	False	True	('DB00486', 'DB13452')	1
DB00486	DB13575	False	True	('DB00486', 'DB13575')	1
DB00486	DB13604	False	True	('DB00486', 'DB13604')	1
DB00486	DB13631	False	True	('DB00486', 'DB13631')	1
DB00486	DB13779	False	True	('DB00486', 'DB13779')	1
DB00486	DB00575	False	True	('DB00486', 'DB00575')	1
DB00487	DB12945	False	True	('DB00487', 'DB12945')	1
DB00487	DB00575	False	True	('DB00487', 'DB00575')	1
DB00488	DB01626	False	True	('DB00488', 'DB01626')	1
DB00489	DB01089	False	True	('DB00489', 'DB01089')	1
DB00489	DB01170	False	True	('DB00489', 'DB01170')	1
DB00489	DB09206	False	True	('DB00489', 'DB09206')	1
DB00489	DB12661	False	True	('DB00489', 'DB12661')	1
DB00489	DB01626	False	True	('DB00489', 'DB01626')	1
DB00489	DB00657	False	True	('DB00489', 'DB00657')	1
DB00489	DB01119	False	True	('DB00489', 'DB01119')	1
DB00489	DB01275	False	True	('DB00489', 'DB01275')	1
DB00489	DB08931	False	True	('DB00489', 'DB08931')	1
DB00489	DB01180	False	True	('DB00489', 'DB01180')	1
DB00489	DB00968	False	True	('DB00489', 'DB00968')	1
DB00489	DB01018	False	True	('DB00489', 'DB01018')	1
DB00489	DB09242	False	True	('DB00489', 'DB09242')	1
DB00489	DB11738	False	True	('DB00489', 'DB11738')	1
DB00489	DB00590	False	True	('DB00489', 'DB00590')	1
DB00489	DB04840	False	True	('DB00489', 'DB04840')	1
DB00489	DB00559	False	True	('DB00489', 'DB00559')	1
DB00489	DB00765	False	True	('DB00489', 'DB00765')	1
DB00489	DB00820	False	True	('DB00489', 'DB00820')	1
DB00489	DB01116	False	True	('DB00489', 'DB01116')	1
DB00489	DB06403	False	True	('DB00489', 'DB06403')	1
DB00489	DB06762	False	True	('DB00489', 'DB06762')	1
DB00489	DB08932	False	True	('DB00489', 'DB08932')	1
DB00489	DB09363	False	True	('DB00489', 'DB09363')	1
DB00489	DB12945	False	True	('DB00489', 'DB12945')	1
DB00489	DB13211	False	True	('DB00489', 'DB13211')	1
DB00489	DB13410	False	True	('DB00489', 'DB13410')	1
DB00489	DB13429	False	True	('DB00489', 'DB13429')	1
DB00489	DB13435	False	True	('DB00489', 'DB13435')	1
DB00489	DB13452	False	True	('DB00489', 'DB13452')	1
DB00489	DB13575	False	True	('DB00489', 'DB13575')	1
DB00489	DB13604	False	True	('DB00489', 'DB13604')	1
DB00489	DB13631	False	True	('DB00489', 'DB13631')	1
DB00489	DB13779	False	True	('DB00489', 'DB13779')	1
DB00489	DB00575	False	True	('DB00489', 'DB00575')	1
DB00490	DB01089	False	True	('DB00490', 'DB01089')	1
DB00490	DB01116	False	True	('DB00490', 'DB01116')	1
DB00490	DB09206	False	True	('DB00490', 'DB09206')	1
DB00490	DB09363	False	True	('DB00490', 'DB09363')	1
DB00490	DB12945	False	True	('DB00490', 'DB12945')	1
DB00490	DB13211	False	True	('DB00490', 'DB13211')	1
DB00490	DB13410	False	True	('DB00490', 'DB13410')	1
DB00490	DB13429	False	True	('DB00490', 'DB13429')	1
DB00490	DB13435	False	True	('DB00490', 'DB13435')	1
DB00490	DB13452	False	True	('DB00490', 'DB13452')	1
DB00490	DB13575	False	True	('DB00490', 'DB13575')	1
DB00490	DB13604	False	True	('DB00490', 'DB13604')	1
DB00490	DB13631	False	True	('DB00490', 'DB13631')	1
DB00490	DB13779	False	True	('DB00490', 'DB13779')	1
DB00490	DB06762	False	True	('DB00490', 'DB06762')	1
DB00490	DB08931	False	True	('DB00490', 'DB08931')	1
DB00490	DB00559	False	True	('DB00490', 'DB00559')	1
DB00490	DB01119	False	True	('DB00490', 'DB01119')	1
DB00490	DB00765	False	True	('DB00490', 'DB00765')	1
DB00490	DB01180	False	True	('DB00490', 'DB01180')	1
DB00490	DB09242	False	True	('DB00490', 'DB09242')	1
DB00490	DB11738	False	True	('DB00490', 'DB11738')	1
DB00490	DB01626	False	True	('DB00490', 'DB01626')	1
DB00490	DB12661	False	True	('DB00490', 'DB12661')	1
DB00490	DB01018	False	True	('DB00490', 'DB01018')	1
DB00490	DB00657	False	True	('DB00490', 'DB00657')	1
DB00490	DB00968	False	True	('DB00490', 'DB00968')	1
DB00490	DB01170	False	True	('DB00490', 'DB01170')	1
DB00490	DB00820	False	True	('DB00490', 'DB00820')	1
DB00490	DB08932	False	True	('DB00490', 'DB08932')	1
DB00490	DB01275	False	True	('DB00490', 'DB01275')	1
DB00490	DB06403	False	True	('DB00490', 'DB06403')	1
DB00490	DB00590	False	True	('DB00490', 'DB00590')	1
DB00490	DB04840	False	True	('DB00490', 'DB04840')	1
DB00490	DB00575	False	True	('DB00490', 'DB00575')	1
DB00491	DB01626	False	True	('DB00491', 'DB01626')	1
DB00491	DB00559	False	True	('DB00491', 'DB00559')	1
DB00491	DB01119	False	True	('DB00491', 'DB01119')	1
DB00492	DB01119	False	True	('DB00492', 'DB01119')	1
DB00492	DB09242	False	True	('DB00492', 'DB09242')	1
DB00492	DB11738	False	True	('DB00492', 'DB11738')	1
DB00492	DB12661	False	True	('DB00492', 'DB12661')	1
DB00492	DB00559	False	True	('DB00492', 'DB00559')	1
DB00492	DB00590	False	True	('DB00492', 'DB00590')	1
DB00492	DB00765	False	True	('DB00492', 'DB00765')	1
DB00492	DB01089	False	True	('DB00492', 'DB01089')	1
DB00492	DB01116	False	True	('DB00492', 'DB01116')	1
DB00492	DB04840	False	True	('DB00492', 'DB04840')	1
DB00492	DB06403	False	True	('DB00492', 'DB06403')	1
DB00492	DB06762	False	True	('DB00492', 'DB06762')	1
