drugcomb
('DB00755', 'DB01022')
('DB00398', 'DB02659')
('DB00706', 'DB01254')
('DB01221', 'DB01254')
('DB00690', 'DB01254')
('DB00762', 'DB01589')
('DB01254', 'DB08932')
('DB00956', 'DB01259')
('DB00559', 'DB01259')
('DB01068', 'DB01254')
('DB00475', 'DB01254')
('DB01049', 'DB01254')
('DB00337', 'DB08865')
('DB01156', 'DB08865')
('DB00571', 'DB08916')
('DB00794', 'DB08916')
('DB00707', 'DB08916')
('DB00252', 'DB08916')
('DB01174', 'DB08916')
('DB01149', 'DB08916')
('DB00975', 'DB08916')
('DB01076', 'DB08916')
('DB00216', 'DB01254')
('DB00213', 'DB08828')
('DB01254', 'DB06702')
('DB00257', 'DB00619')
('DB00496', 'DB01254')
('DB00582', 'DB00707')
('DB00433', 'DB00707')
('DB00241', 'DB00619')
('DB00188', 'DB00956')
('DB00865', 'DB01254')
('DB00707', 'DB00831')
('DB00500', 'DB00707')
('DB00707', 'DB01124')
('DB00679', 'DB00707')
('DB00605', 'DB00707')
('DB00420', 'DB00707')
('DB00554', 'DB00707')
('DB00707', 'DB01621')
('DB00707', 'DB00850')
('DB00707', 'DB00991')
('DB00707', 'DB00788')
('DB00461', 'DB00707')
('DB00232', 'DB00707')
('DB00707', 'DB00784')
('DB00465', 'DB00707')
('DB00707', 'DB01009')
('DB00328', 'DB00707')
('DB00707', 'DB00808')
('DB00707', 'DB01050')
('DB00707', 'DB00999')
('DB00707', 'DB01016')
('DB00707', 'DB01067')
('DB00222', 'DB00707')
('DB00707', 'DB01120')
('DB00573', 'DB00707')
('DB00707', 'DB00749')
('DB00707', 'DB00861')
('DB00477', 'DB00707')
('DB00707', 'DB00880')
('DB00121', 'DB00707')
('DB00436', 'DB00707')
('DB00571', 'DB06616')
('DB00121', 'DB06616')
('DB00112', 'DB00762')
('DB00112', 'DB00363')
('DB00073', 'DB00489')
('DB00073', 'DB01115')
('DB01018', 'DB01254')
('DB00381', 'DB01254')
('DB00975', 'DB06589')
('DB01100', 'DB01204')
('DB00956', 'DB01204')
('DB01204', 'DB01238')
('DB00563', 'DB01398')
('DB00563', 'DB00814')
('DB00563', 'DB01223')
('DB00773', 'DB00956')
('DB00773', 'DB01355')
('DB00773', 'DB01354')
('DB00773', 'DB01353')
('DB00237', 'DB00773')
('DB00482', 'DB04272')
('DB01268', 'DB01398')
('DB00072', 'DB01259')
('DB00706', 'DB01259')
('DB00539', 'DB01229')
('DB00399', 'DB00997')
('DB00072', 'DB00317')
('DB00072', 'DB00530')
('DB00112', 'DB00530')
('DB00002', 'DB00530')
('DB00072', 'DB06205')
('DB00072', 'DB06366')
('DB00072', 'DB09145')
('DB00073', 'DB06205')
('DB00381', 'DB00482')
('DB00432', 'DB09343')
('DB00531', 'DB09153')
('DB00694', 'DB00987')
('DB00724', 'DB00755')
('DB00755', 'DB09516')
('DB00158', 'DB00755')
('DB00755', 'DB09526')
('DB00755', 'DB09096')
('DB01181', 'DB09110')
('DB01262', 'DB15694')
('DB00755', 'DB02701')
('DB05812', 'DB11793')
('DB06205', 'DB09331')
('DB09035', 'DB14851')
('DB00001', 'DB01254')
('DB00001', 'DB09053')
('DB00001', 'DB08935')
('DB00001', 'DB01181')
('DB00001', 'DB04865')
('DB00001', 'DB06266')
('DB00001', 'DB01168')
('DB00001', 'DB00291')
('DB00001', 'DB00305')
('DB00001', 'DB00309')
('DB00001', 'DB00352')
('DB00001', 'DB00398')
('DB00001', 'DB00428')
('DB00001', 'DB00488')
('DB00001', 'DB00515')
('DB00001', 'DB00526')
('DB00001', 'DB00531')
('DB00001', 'DB00619')
('DB00001', 'DB00853')
('DB00001', 'DB00888')
('DB00001', 'DB00958')
('DB00001', 'DB00970')
('DB00001', 'DB01008')
('DB00001', 'DB01042')
('DB00001', 'DB01229')
('DB00001', 'DB01248')
('DB00001', 'DB04868')
('DB00001', 'DB05015')
('DB00001', 'DB05109')
('DB00001', 'DB05773')
('DB00001', 'DB06769')
('DB00001', 'DB06772')
('DB00001', 'DB08871')
('DB00001', 'DB08889')
('DB00001', 'DB09052')
('DB00001', 'DB09073')
('DB00001', 'DB09074')
('DB00001', 'DB09077')
('DB00001', 'DB09079')
('DB00001', 'DB15575')
('DB00002', 'DB00255')
('DB00002', 'DB00269')
('DB00002', 'DB00286')
('DB00002', 'DB00655')
('DB00002', 'DB00783')
('DB00002', 'DB00890')
('DB00002', 'DB00977')
('DB00002', 'DB01357')
('DB00002', 'DB04573')
('DB00002', 'DB04574')
('DB00002', 'DB04575')
('DB00002', 'DB07931')
('DB00002', 'DB09070')
('DB00002', 'DB09317')
('DB00002', 'DB09318')
('DB00002', 'DB09369')
('DB00002', 'DB09381')
('DB00002', 'DB11478')
('DB00002', 'DB11674')
('DB00002', 'DB12487')
('DB00002', 'DB13143')
('DB00002', 'DB13386')
('DB00002', 'DB13418')
('DB00002', 'DB13952')
('DB00002', 'DB13953')
('DB00002', 'DB13954')
('DB00002', 'DB13956')
('DB00002', 'DB15334')
('DB00002', 'DB15335')
('DB00002', 'DB12235')
('DB00002', 'DB00043')
('DB00002', 'DB00051')
('DB00002', 'DB00054')
('DB00002', 'DB00056')
('DB00002', 'DB00057')
('DB00002', 'DB00065')
('DB00002', 'DB00072')
('DB00002', 'DB00073')
('DB00002', 'DB00074')
('DB00002', 'DB00075')
('DB00002', 'DB00076')
('DB00002', 'DB00078')
('DB00002', 'DB00081')
('DB00002', 'DB00087')
('DB00002', 'DB00089')
('DB00002', 'DB00095')
('DB00002', 'DB00098')
('DB00002', 'DB00108')
('DB00002', 'DB00111')
('DB00002', 'DB00112')
('DB00002', 'DB00113')
('DB00002', 'DB01257')
('DB00002', 'DB01270')
('DB00002', 'DB04901')
('DB00002', 'DB04949')
('DB00002', 'DB04956')
('DB00002', 'DB04958')
('DB00002', 'DB04962')
('DB00002', 'DB04964')
('DB00002', 'DB04988')
('DB00002', 'DB05006')
('DB00002', 'DB05097')
('DB00002', 'DB05101')
('DB00002', 'DB05111')
('DB00002', 'DB05136')
('DB00002', 'DB05139')
('DB00002', 'DB05209')
('DB00002', 'DB05304')
('DB00002', 'DB05336')
('DB00002', 'DB05405')
('DB00002', 'DB05437')
('DB00002', 'DB05459')
('DB00002', 'DB05496')
('DB00002', 'DB05545')
('DB00002', 'DB05550')
('DB00002', 'DB05555')
('DB00002', 'DB05578')
('DB00002', 'DB05595')
('DB00002', 'DB05656')
('DB00002', 'DB05679')
('DB00002', 'DB05773')
('DB00002', 'DB05793')
('DB00002', 'DB05797')
('DB00002', 'DB05889')
('DB00002', 'DB05892')
('DB00002', 'DB05915')
('DB00002', 'DB05916')
('DB00002', 'DB05941')
('DB00002', 'DB05996')
('DB00002', 'DB06043')
('DB00002', 'DB06049')
('DB00002', 'DB06050')
('DB00002', 'DB06081')
('DB00002', 'DB06101')
('DB00002', 'DB06116')
('DB00002', 'DB06162')
('DB00002', 'DB06186')
('DB00002', 'DB06192')
('DB00002', 'DB06241')
('DB00002', 'DB06273')
('DB00002', 'DB06304')
('DB00002', 'DB06305')
('DB00002', 'DB06310')
('DB00002', 'DB06317')
('DB00002', 'DB06318')
('DB00002', 'DB06322')
('DB00002', 'DB06324')
('DB00002', 'DB06342')
('DB00002', 'DB06360')
('DB00002', 'DB06366')
('DB00002', 'DB06371')
('DB00002', 'DB06467')
('DB00002', 'DB06474')
('DB00002', 'DB06550')
('DB00002', 'DB06557')
('DB00002', 'DB06599')
('DB00002', 'DB06602')
('DB00002', 'DB06606')
('DB00002', 'DB06607')
('DB00002', 'DB06612')
('DB00002', 'DB06643')
('DB00002', 'DB06647')
('DB00002', 'DB06650')
('DB00002', 'DB06674')
('DB00002', 'DB08870')
('DB00002', 'DB08879')
('DB00002', 'DB08902')
('DB00002', 'DB08935')
('DB00002', 'DB09029')
('DB00002', 'DB09033')
('DB00002', 'DB09035')
('DB00002', 'DB09036')
('DB00002', 'DB09037')
('DB00002', 'DB09045')
('DB00002', 'DB09052')
('DB00002', 'DB09057')
('DB00002', 'DB09077')
('DB00002', 'DB09105')
('DB00002', 'DB09264')
('DB00002', 'DB09302')
('DB00002', 'DB09303')
('DB00002', 'DB09312')
('DB00002', 'DB09331')
('DB00002', 'DB09559')
('DB00002', 'DB11569')
('DB00002', 'DB11580')
('DB00002', 'DB11595')
('DB00002', 'DB11604')
('DB00002', 'DB11608')
('DB00002', 'DB11621')
('DB00002', 'DB11646')
('DB00002', 'DB11657')
('DB00002', 'DB11680')
('DB00002', 'DB11685')
('DB00002', 'DB11714')
('DB00002', 'DB11715')
('DB00002', 'DB11731')
('DB00002', 'DB11746')
('DB00002', 'DB11756')
('DB00002', 'DB11767')
('DB00002', 'DB11771')
('DB00002', 'DB11776')
('DB00002', 'DB11803')
('DB00002', 'DB11826')
('DB00002', 'DB11834')
('DB00002', 'DB11840')
('DB00002', 'DB11849')
('DB00002', 'DB11850')
('DB00002', 'DB11856')
('DB00002', 'DB11857')
('DB00002', 'DB11862')
('DB00002', 'DB11866')
('DB00002', 'DB11884')
('DB00002', 'DB11914')
('DB00002', 'DB11930')
('DB00002', 'DB11945')
('DB00002', 'DB11959')
('DB00002', 'DB11972')
('DB00002', 'DB11976')
('DB00002', 'DB11988')
('DB00002', 'DB12023')
('DB00002', 'DB12034')
('DB00002', 'DB12053')
('DB00002', 'DB12077')
