drugA	drugB	drugcomb	adv/app
DB00177	DB12661	('DB00177', 'DB12661')	1
DB00177	DB00325	('DB00177', 'DB00325')	1
DB00177	DB00350	('DB00177', 'DB00350')	1
DB00177	DB00657	('DB00177', 'DB00657')	1
DB00177	DB00765	('DB00177', 'DB00765')	1
DB00177	DB00968	('DB00177', 'DB00968')	1
DB00177	DB01089	('DB00177', 'DB01089')	1
DB00177	DB01116	('DB00177', 'DB01116')	1
DB00177	DB01170	('DB00177', 'DB01170')	1
DB00177	DB01275	('DB00177', 'DB01275')	1
DB00177	DB04840	('DB00177', 'DB04840')	1
DB00177	DB06762	('DB00177', 'DB06762')	1
DB00177	DB08931	('DB00177', 'DB08931')	1
DB00177	DB08932	('DB00177', 'DB08932')	1
DB00177	DB09206	('DB00177', 'DB09206')	1
DB00177	DB09363	('DB00177', 'DB09363')	1
DB00177	DB12945	('DB00177', 'DB12945')	1
DB00177	DB13211	('DB00177', 'DB13211')	1
DB00177	DB13410	('DB00177', 'DB13410')	1
DB00177	DB13429	('DB00177', 'DB13429')	1
DB00177	DB13435	('DB00177', 'DB13435')	1
DB00177	DB13452	('DB00177', 'DB13452')	1
DB00177	DB13575	('DB00177', 'DB13575')	1
DB00177	DB13604	('DB00177', 'DB13604')	1
DB00177	DB13631	('DB00177', 'DB13631')	1
DB00177	DB13779	('DB00177', 'DB13779')	1
DB00177	DB00820	('DB00177', 'DB00820')	1
DB00177	DB01626	('DB00177', 'DB01626')	1
DB00177	DB01180	('DB00177', 'DB01180')	1
DB00177	DB06403	('DB00177', 'DB06403')	1
DB00177	DB00559	('DB00177', 'DB00559')	1
DB00177	DB00590	('DB00177', 'DB00590')	1
DB00177	DB00457	('DB00177', 'DB00457')	1
DB00177	DB00575	('DB00177', 'DB00575')	1
DB00178	DB01119	('DB00178', 'DB01119')	1
DB00178	DB00217	('DB00178', 'DB00217')	1
DB00178	DB01018	('DB00178', 'DB01018')	1
DB00178	DB09242	('DB00178', 'DB09242')	1
DB00178	DB11738	('DB00178', 'DB11738')	1
DB00178	DB12661	('DB00178', 'DB12661')	1
DB00178	DB00325	('DB00178', 'DB00325')	1
DB00178	DB00350	('DB00178', 'DB00350')	1
DB00178	DB00559	('DB00178', 'DB00559')	1
DB00178	DB00590	('DB00178', 'DB00590')	1
DB00178	DB00765	('DB00178', 'DB00765')	1
DB00178	DB00968	('DB00178', 'DB00968')	1
DB00178	DB01089	('DB00178', 'DB01089')	1
DB00178	DB01170	('DB00178', 'DB01170')	1
DB00178	DB01275	('DB00178', 'DB01275')	1
DB00178	DB04840	('DB00178', 'DB04840')	1
DB00178	DB06403	('DB00178', 'DB06403')	1
DB00178	DB06762	('DB00178', 'DB06762')	1
DB00178	DB08931	('DB00178', 'DB08931')	1
DB00178	DB08932	('DB00178', 'DB08932')	1
DB00178	DB09206	('DB00178', 'DB09206')	1
DB00178	DB09363	('DB00178', 'DB09363')	1
DB00178	DB12945	('DB00178', 'DB12945')	1
DB00178	DB13211	('DB00178', 'DB13211')	1
DB00178	DB13410	('DB00178', 'DB13410')	1
DB00178	DB13429	('DB00178', 'DB13429')	1
DB00178	DB13435	('DB00178', 'DB13435')	1
DB00178	DB13452	('DB00178', 'DB13452')	1
DB00178	DB13575	('DB00178', 'DB13575')	1
DB00178	DB13604	('DB00178', 'DB13604')	1
DB00178	DB13631	('DB00178', 'DB13631')	1
DB00178	DB13779	('DB00178', 'DB13779')	1
DB00178	DB00657	('DB00178', 'DB00657')	1
DB00178	DB01116	('DB00178', 'DB01116')	1
DB00178	DB00820	('DB00178', 'DB00820')	1
DB00178	DB01626	('DB00178', 'DB01626')	1
DB00178	DB01180	('DB00178', 'DB01180')	1
DB00178	DB00457	('DB00178', 'DB00457')	1
DB00178	DB00575	('DB00178', 'DB00575')	1
DB00180	DB00590	('DB00180', 'DB00590')	1
DB00180	DB00575	('DB00180', 'DB00575')	1
DB00181	DB00217	('DB00181', 'DB00217')	1
DB00181	DB00325	('DB00181', 'DB00325')	1
DB00181	DB00350	('DB00181', 'DB00350')	1
DB00181	DB00457	('DB00181', 'DB00457')	1
DB00181	DB00559	('DB00181', 'DB00559')	1
DB00181	DB00590	('DB00181', 'DB00590')	1
DB00181	DB00657	('DB00181', 'DB00657')	1
DB00181	DB00765	('DB00181', 'DB00765')	1
DB00181	DB00820	('DB00181', 'DB00820')	1
DB00181	DB00968	('DB00181', 'DB00968')	1
DB00181	DB01018	('DB00181', 'DB01018')	1
DB00181	DB01089	('DB00181', 'DB01089')	1
DB00181	DB01116	('DB00181', 'DB01116')	1
DB00181	DB01119	('DB00181', 'DB01119')	1
DB00181	DB01170	('DB00181', 'DB01170')	1
DB00181	DB01180	('DB00181', 'DB01180')	1
DB00181	DB01275	('DB00181', 'DB01275')	1
DB00181	DB01626	('DB00181', 'DB01626')	1
DB00181	DB04840	('DB00181', 'DB04840')	1
DB00181	DB06403	('DB00181', 'DB06403')	1
DB00181	DB06762	('DB00181', 'DB06762')	1
DB00181	DB08931	('DB00181', 'DB08931')	1
DB00181	DB08932	('DB00181', 'DB08932')	1
DB00181	DB09206	('DB00181', 'DB09206')	1
DB00181	DB09242	('DB00181', 'DB09242')	1
DB00181	DB09363	('DB00181', 'DB09363')	1
DB00181	DB11738	('DB00181', 'DB11738')	1
DB00181	DB12465	('DB00181', 'DB12465')	1
DB00181	DB12661	('DB00181', 'DB12661')	1
DB00181	DB12945	('DB00181', 'DB12945')	1
DB00181	DB13211	('DB00181', 'DB13211')	1
DB00181	DB13410	('DB00181', 'DB13410')	1
DB00181	DB13429	('DB00181', 'DB13429')	1
DB00181	DB13435	('DB00181', 'DB13435')	1
DB00181	DB13452	('DB00181', 'DB13452')	1
DB00181	DB13575	('DB00181', 'DB13575')	1
DB00181	DB13604	('DB00181', 'DB13604')	1
DB00181	DB13631	('DB00181', 'DB13631')	1
DB00181	DB13779	('DB00181', 'DB13779')	1
DB00181	DB00575	('DB00181', 'DB00575')	1
DB00182	DB00217	('DB00182', 'DB00217')	1
DB00182	DB00325	('DB00182', 'DB00325')	1
DB00182	DB00350	('DB00182', 'DB00350')	1
DB00182	DB00559	('DB00182', 'DB00559')	1
DB00182	DB00657	('DB00182', 'DB00657')	1
DB00182	DB00765	('DB00182', 'DB00765')	1
DB00182	DB00820	('DB00182', 'DB00820')	1
DB00182	DB00968	('DB00182', 'DB00968')	1
DB00182	DB01018	('DB00182', 'DB01018')	1
DB00182	DB01089	('DB00182', 'DB01089')	1
DB00182	DB01116	('DB00182', 'DB01116')	1
DB00182	DB01180	('DB00182', 'DB01180')	1
DB00182	DB01275	('DB00182', 'DB01275')	1
DB00182	DB04840	('DB00182', 'DB04840')	1
DB00182	DB06403	('DB00182', 'DB06403')	1
DB00182	DB06762	('DB00182', 'DB06762')	1
DB00182	DB08931	('DB00182', 'DB08931')	1
DB00182	DB08932	('DB00182', 'DB08932')	1
DB00182	DB09242	('DB00182', 'DB09242')	1
DB00182	DB09363	('DB00182', 'DB09363')	1
DB00182	DB11738	('DB00182', 'DB11738')	1
DB00182	DB12945	('DB00182', 'DB12945')	1
DB00182	DB13211	('DB00182', 'DB13211')	1
DB00182	DB13410	('DB00182', 'DB13410')	1
DB00182	DB13429	('DB00182', 'DB13429')	1
DB00182	DB13435	('DB00182', 'DB13435')	1
DB00182	DB13452	('DB00182', 'DB13452')	1
DB00182	DB13575	('DB00182', 'DB13575')	1
DB00182	DB13604	('DB00182', 'DB13604')	1
DB00182	DB13631	('DB00182', 'DB13631')	1
DB00182	DB13779	('DB00182', 'DB13779')	1
DB00182	DB01119	('DB00182', 'DB01119')	1
DB00182	DB01170	('DB00182', 'DB01170')	1
DB00182	DB01626	('DB00182', 'DB01626')	1
DB00182	DB00575	('DB00182', 'DB00575')	1
DB00182	DB00457	('DB00182', 'DB00457')	1
DB00182	DB00590	('DB00182', 'DB00590')	1
DB00182	DB09206	('DB00182', 'DB09206')	1
DB00182	DB12661	('DB00182', 'DB12661')	1
DB00184	DB00559	('DB00184', 'DB00559')	1
DB00184	DB01119	('DB00184', 'DB01119')	1
DB00184	DB00657	('DB00184', 'DB00657')	1
DB00184	DB00457	('DB00184', 'DB00457')	1
DB00184	DB01018	('DB00184', 'DB01018')	1
DB00184	DB00217	('DB00184', 'DB00217')	1
DB00184	DB09242	('DB00184', 'DB09242')	1
DB00184	DB11738	('DB00184', 'DB11738')	1
DB00184	DB00575	('DB00184', 'DB00575')	1
DB00185	DB00325	('DB00185', 'DB00325')	1
DB00185	DB00657	('DB00185', 'DB00657')	1
DB00185	DB00968	('DB00185', 'DB00968')	1
DB00185	DB01018	('DB00185', 'DB01018')	1
DB00185	DB01170	('DB00185', 'DB01170')	1
DB00185	DB01275	('DB00185', 'DB01275')	1
DB00185	DB08932	('DB00185', 'DB08932')	1
DB00185	DB00820	('DB00185', 'DB00820')	1
DB00185	DB04840	('DB00185', 'DB04840')	1
DB00185	DB00590	('DB00185', 'DB00590')	1
DB00185	DB00575	('DB00185', 'DB00575')	1
DB00186	DB00765	('DB00186', 'DB00765')	1
DB00186	DB01018	('DB00186', 'DB01018')	1
DB00186	DB01626	('DB00186', 'DB01626')	1
DB00186	DB12661	('DB00186', 'DB12661')	1
DB00186	DB00325	('DB00186', 'DB00325')	1
DB00186	DB00657	('DB00186', 'DB00657')	1
DB00186	DB00968	('DB00186', 'DB00968')	1
DB00186	DB01170	('DB00186', 'DB01170')	1
DB00186	DB08932	('DB00186', 'DB08932')	1
DB00186	DB00820	('DB00186', 'DB00820')	1
DB00186	DB01275	('DB00186', 'DB01275')	1
DB00186	DB00575	('DB00186', 'DB00575')	1
DB00187	DB01119	('DB00187', 'DB01119')	1
DB00187	DB01089	('DB00187', 'DB01089')	1
DB00187	DB01170	('DB00187', 'DB01170')	1
DB00187	DB00325	('DB00187', 'DB00325')	1
DB00187	DB00350	('DB00187', 'DB00350')	1
DB00187	DB00559	('DB00187', 'DB00559')	1
DB00187	DB00657	('DB00187', 'DB00657')	1
DB00187	DB00765	('DB00187', 'DB00765')	1
DB00187	DB01116	('DB00187', 'DB01116')	1
DB00187	DB01275	('DB00187', 'DB01275')	1
DB00187	DB04840	('DB00187', 'DB04840')	1
DB00187	DB06403	('DB00187', 'DB06403')	1
DB00187	DB06762	('DB00187', 'DB06762')	1
DB00187	DB08931	('DB00187', 'DB08931')	1
DB00187	DB08932	('DB00187', 'DB08932')	1
DB00187	DB09363	('DB00187', 'DB09363')	1
DB00187	DB12945	('DB00187', 'DB12945')	1
DB00187	DB13211	('DB00187', 'DB13211')	1
DB00187	DB13410	('DB00187', 'DB13410')	1
DB00187	DB13429	('DB00187', 'DB13429')	1
DB00187	DB13435	('DB00187', 'DB13435')	1
DB00187	DB13452	('DB00187', 'DB13452')	1
DB00187	DB13575	('DB00187', 'DB13575')	1
DB00187	DB13604	('DB00187', 'DB13604')	1
DB00187	DB13631	('DB00187', 'DB13631')	1
DB00187	DB13779	('DB00187', 'DB13779')	1
DB00187	DB00820	('DB00187', 'DB00820')	1
DB00187	DB00590	('DB00187', 'DB00590')	1
DB00187	DB09206	('DB00187', 'DB09206')	1
DB00187	DB12661	('DB00187', 'DB12661')	1
DB00187	DB01626	('DB00187', 'DB01626')	1
DB00187	DB01180	('DB00187', 'DB01180')	1
DB00187	DB00217	('DB00187', 'DB00217')	1
DB00187	DB00968	('DB00187', 'DB00968')	1
DB00187	DB01018	('DB00187', 'DB01018')	1
DB00187	DB09242	('DB00187', 'DB09242')	1
DB00187	DB11738	('DB00187', 'DB11738')	1
DB00187	DB00457	('DB00187', 'DB00457')	1
DB00187	DB00575	('DB00187', 'DB00575')	1
DB00188	DB00559	('DB00188', 'DB00559')	1
DB00188	DB01275	('DB00188', 'DB01275')	1
DB00188	DB00590	('DB00188', 'DB00590')	1
DB00188	DB04840	('DB00188', 'DB04840')	1
DB00188	DB00575	('DB00188', 'DB00575')	1
DB00188	DB12945	('DB00188', 'DB12945')	1
DB00188	DB06403	('DB00188', 'DB06403')	1
DB00188	DB08931	('DB00188', 'DB08931')	1
DB00189	DB00765	('DB00189', 'DB00765')	1
DB00189	DB01018	('DB00189', 'DB01018')	1
DB00189	DB01626	('DB00189', 'DB01626')	1
DB00189	DB12661	('DB00189', 'DB12661')	1
DB00189	DB00575	('DB00189', 'DB00575')	1
DB00190	DB00217	('DB00190', 'DB00217')	1
DB00190	DB00325	('DB00190', 'DB00325')	1
DB00190	DB00350	('DB00190', 'DB00350')	1
DB00190	DB00457	('DB00190', 'DB00457')	1
DB00190	DB00559	('DB00190', 'DB00559')	1
DB00190	DB00575	('DB00190', 'DB00575')	1
DB00190	DB00590	('DB00190', 'DB00590')	1
DB00190	DB00657	('DB00190', 'DB00657')	1
DB00190	DB00765	('DB00190', 'DB00765')	1
DB00190	DB00820	('DB00190', 'DB00820')	1
DB00190	DB00968	('DB00190', 'DB00968')	1
DB00190	DB01018	('DB00190', 'DB01018')	1
DB00190	DB01089	('DB00190', 'DB01089')	1
DB00190	DB01116	('DB00190', 'DB01116')	1
DB00190	DB01119	('DB00190', 'DB01119')	1
DB00190	DB01170	('DB00190', 'DB01170')	1
DB00190	DB01180	('DB00190', 'DB01180')	1
DB00190	DB01275	('DB00190', 'DB01275')	1
DB00190	DB01626	('DB00190', 'DB01626')	1
DB00190	DB04840	('DB00190', 'DB04840')	1
DB00190	DB06403	('DB00190', 'DB06403')	1
DB00190	DB06762	('DB00190', 'DB06762')	1
DB00190	DB08931	('DB00190', 'DB08931')	1
DB00190	DB08932	('DB00190', 'DB08932')	1
DB00190	DB09206	('DB00190', 'DB09206')	1
DB00190	DB09242	('DB00190', 'DB09242')	1
DB00190	DB09363	('DB00190', 'DB09363')	1
DB00190	DB11738	('DB00190', 'DB11738')	1
DB00190	DB12661	('DB00190', 'DB12661')	1
DB00190	DB12945	('DB00190', 'DB12945')	1
DB00190	DB13211	('DB00190', 'DB13211')	1
DB00190	DB13410	('DB00190', 'DB13410')	1
DB00190	DB13429	('DB00190', 'DB13429')	1
DB00190	DB13435	('DB00190', 'DB13435')	1
DB00190	DB13452	('DB00190', 'DB13452')	1
DB00190	DB13575	('DB00190', 'DB13575')	1
DB00190	DB13604	('DB00190', 'DB13604')	1
DB00190	DB13631	('DB00190', 'DB13631')	1
DB00190	DB13779	('DB00190', 'DB13779')	1
DB00191	DB00325	('DB00191', 'DB00325')	1
DB00191	DB00350	('DB00191', 'DB00350')	1
DB00191	DB00657	('DB00191', 'DB00657')	1
DB00191	DB00765	('DB00191', 'DB00765')	1
DB00191	DB00968	('DB00191', 'DB00968')	1
DB00191	DB01089	('DB00191', 'DB01089')	1
DB00191	DB01116	('DB00191', 'DB01116')	1
DB00191	DB01119	('DB00191', 'DB01119')	1
DB00191	DB04840	('DB00191', 'DB04840')	1
DB00191	DB09363	('DB00191', 'DB09363')	1
DB00191	DB12945	('DB00191', 'DB12945')	1
DB00191	DB13211	('DB00191', 'DB13211')	1
DB00191	DB13410	('DB00191', 'DB13410')	1
DB00191	DB13429	('DB00191', 'DB13429')	1
DB00191	DB13435	('DB00191', 'DB13435')	1
DB00191	DB13452	('DB00191', 'DB13452')	1
DB00191	DB13575	('DB00191', 'DB13575')	1
DB00191	DB13604	('DB00191', 'DB13604')	1
DB00191	DB13631	('DB00191', 'DB13631')	1
DB00191	DB13779	('DB00191', 'DB13779')	1
DB00191	DB01018	('DB00191', 'DB01018')	1
DB00191	DB06403	('DB00191', 'DB06403')	1
DB00191	DB06762	('DB00191', 'DB06762')	1
DB00191	DB08931	('DB00191', 'DB08931')	1
DB00191	DB08932	('DB00191', 'DB08932')	1
DB00191	DB00820	('DB00191', 'DB00820')	1
DB00191	DB00559	('DB00191', 'DB00559')	1
DB00191	DB00575	('DB00191', 'DB00575')	1
DB00191	DB01275	('DB00191', 'DB01275')	1
DB00191	DB00217	('DB00191', 'DB00217')	1
DB00191	DB01180	('DB00191', 'DB01180')	1
DB00191	DB09242	('DB00191', 'DB09242')	1
DB00191	DB11738	('DB00191', 'DB11738')	1
DB00191	DB01170	('DB00191', 'DB01170')	1
DB00191	DB01626	('DB00191', 'DB01626')	1
DB00191	DB00457	('DB00191', 'DB00457')	1
DB00191	DB00590	('DB00191', 'DB00590')	1
DB00191	DB09206	('DB00191', 'DB09206')	1
DB00191	DB12661	('DB00191', 'DB12661')	1
DB00193	DB00765	('DB00193', 'DB00765')	1
DB00193	DB01626	('DB00193', 'DB01626')	1
DB00193	DB01116	('DB00193', 'DB01116')	1
DB00193	DB00657	('DB00193', 'DB00657')	1
DB00193	DB00325	('DB00193', 'DB00325')	1
DB00193	DB00968	('DB00193', 'DB00968')	1
DB00193	DB01170	('DB00193', 'DB01170')	1
DB00193	DB08932	('DB00193', 'DB08932')	1
DB00193	DB00820	('DB00193', 'DB00820')	1
DB00193	DB00590	('DB00193', 'DB00590')	1
DB00193	DB04840	('DB00193', 'DB04840')	1
DB00193	DB00217	('DB00193', 'DB00217')	1
DB00193	DB09242	('DB00193', 'DB09242')	1
DB00193	DB11738	('DB00193', 'DB11738')	1
DB00193	DB00575	('DB00193', 'DB00575')	1
DB00193	DB01275	('DB00193', 'DB01275')	1
DB00193	DB00559	('DB00193', 'DB00559')	1
DB00193	DB01018	('DB00193', 'DB01018')	1
DB00193	DB12661	('DB00193', 'DB12661')	1
DB00193	DB12465	('DB00193', 'DB12465')	1
DB00195	DB01119	('DB00195', 'DB01119')	1
DB00195	DB01089	('DB00195', 'DB01089')	1
DB00195	DB01170	('DB00195', 'DB01170')	1
DB00195	DB00325	('DB00195', 'DB00325')	1
DB00195	DB00350	('DB00195', 'DB00350')	1
DB00195	DB00559	('DB00195', 'DB00559')	1
DB00195	DB00657	('DB00195', 'DB00657')	1
DB00195	DB00765	('DB00195', 'DB00765')	1
DB00195	DB01116	('DB00195', 'DB01116')	1
DB00195	DB01275	('DB00195', 'DB01275')	1
DB00195	DB04840	('DB00195', 'DB04840')	1
DB00195	DB06403	('DB00195', 'DB06403')	1
DB00195	DB06762	('DB00195', 'DB06762')	1
DB00195	DB08931	('DB00195', 'DB08931')	1
DB00195	DB08932	('DB00195', 'DB08932')	1
DB00195	DB09363	('DB00195', 'DB09363')	1
DB00195	DB13211	('DB00195', 'DB13211')	1
DB00195	DB13410	('DB00195', 'DB13410')	1
DB00195	DB13429	('DB00195', 'DB13429')	1
DB00195	DB13435	('DB00195', 'DB13435')	1
DB00195	DB13452	('DB00195', 'DB13452')	1
DB00195	DB13575	('DB00195', 'DB13575')	1
DB00195	DB13604	('DB00195', 'DB13604')	1
DB00195	DB13631	('DB00195', 'DB13631')	1
DB00195	DB13779	('DB00195', 'DB13779')	1
DB00195	DB00820	('DB00195', 'DB00820')	1
DB00195	DB00590	('DB00195', 'DB00590')	1
DB00195	DB09206	('DB00195', 'DB09206')	1
DB00195	DB12661	('DB00195', 'DB12661')	1
DB00195	DB01626	('DB00195', 'DB01626')	1
DB00195	DB01180	('DB00195', 'DB01180')	1
DB00195	DB00217	('DB00195', 'DB00217')	1
DB00195	DB00968	('DB00195', 'DB00968')	1
DB00195	DB01018	('DB00195', 'DB01018')	1
DB00195	DB09242	('DB00195', 'DB09242')	1
DB00195	DB11738	('DB00195', 'DB11738')	1
DB00195	DB12945	('DB00195', 'DB12945')	1
DB00195	DB00457	('DB00195', 'DB00457')	1
DB00195	DB00575	('DB00195', 'DB00575')	1
DB00196	DB00559	('DB00196', 'DB00559')	1
DB00196	DB00590	('DB00196', 'DB00590')	1
DB00196	DB01180	('DB00196', 'DB01180')	1
DB00196	DB06403	('DB00196', 'DB06403')	1
DB00196	DB00325	('DB00196', 'DB00325')	1
DB00196	DB00657	('DB00196', 'DB00657')	1
DB00196	DB00968	('DB00196', 'DB00968')	1
DB00196	DB01170	('DB00196', 'DB01170')	1
DB00196	DB01275	('DB00196', 'DB01275')	1
DB00196	DB00575	('DB00196', 'DB00575')	1
DB00196	DB01018	('DB00196', 'DB01018')	1
DB00196	DB08932	('DB00196', 'DB08932')	1
DB00196	DB00820	('DB00196', 'DB00820')	1
DB00196	DB06762	('DB00196', 'DB06762')	1
DB00196	DB08931	('DB00196', 'DB08931')	1
DB00197	DB01626	('DB00197', 'DB01626')	1
DB00197	DB01119	('DB00197', 'DB01119')	1
DB00197	DB00559	('DB00197', 'DB00559')	1
DB00197	DB00590	('DB00197', 'DB00590')	1
DB00197	DB00575	('DB00197', 'DB00575')	1
DB00197	DB06403	('DB00197', 'DB06403')	1
DB00197	DB00820	('DB00197', 'DB00820')	1
DB00197	DB08931	('DB00197', 'DB08931')	1
DB00198	DB00325	('DB00198', 'DB00325')	1
DB00198	DB00657	('DB00198', 'DB00657')	1
DB00198	DB00820	('DB00198', 'DB00820')	1
DB00198	DB00968	('DB00198', 'DB00968')	1
DB00198	DB01018	('DB00198', 'DB01018')	1
DB00198	DB01170	('DB00198', 'DB01170')	1
DB00198	DB01275	('DB00198', 'DB01275')	1
DB00198	DB08932	('DB00198', 'DB08932')	1
DB00199	DB06403	('DB00199', 'DB06403')	1
DB00199	DB00559	('DB00199', 'DB00559')	1
DB00199	DB00575	('DB00199', 'DB00575')	1
DB00199	DB00820	('DB00199', 'DB00820')	1
DB00199	DB00590	('DB00199', 'DB00590')	1
DB00199	DB01018	('DB00199', 'DB01018')	1
DB00199	DB06762	('DB00199', 'DB06762')	1
DB00199	DB08931	('DB00199', 'DB08931')	1
DB00199	DB08932	('DB00199', 'DB08932')	1
DB00200	DB00325	('DB00200', 'DB00325')	1
DB00200	DB00657	('DB00200', 'DB00657')	1
DB00200	DB00820	('DB00200', 'DB00820')	1
DB00200	DB00968	('DB00200', 'DB00968')	1
DB00200	DB01018	('DB00200', 'DB01018')	1
DB00200	DB01170	('DB00200', 'DB01170')	1
DB00200	DB01275	('DB00200', 'DB01275')	1
DB00200	DB08932	('DB00200', 'DB08932')	1
DB00201	DB08931	('DB00201', 'DB08931')	1
DB00201	DB12945	('DB00201', 'DB12945')	1
DB00201	DB00457	('DB00201', 'DB00457')	1
DB00201	DB00575	('DB00201', 'DB00575')	1
DB00202	DB00765	('DB00202', 'DB00765')	1
DB00202	DB00657	('DB00202', 'DB00657')	1
DB00202	DB01018	('DB00202', 'DB01018')	1
DB00202	DB01626	('DB00202', 'DB01626')	1
DB00202	DB12661	('DB00202', 'DB12661')	1
DB00202	DB01180	('DB00202', 'DB01180')	1
DB00202	DB01116	('DB00202', 'DB01116')	1
DB00202	DB00575	('DB00202', 'DB00575')	1
DB00203	DB00217	('DB00203', 'DB00217')	1
DB00203	DB00325	('DB00203', 'DB00325')	1
DB00203	DB00350	('DB00203', 'DB00350')	1
DB00203	DB00765	('DB00203', 'DB00765')	1
DB00203	DB01089	('DB00203', 'DB01089')	1
DB00203	DB01119	('DB00203', 'DB01119')	1
DB00203	DB01180	('DB00203', 'DB01180')	1
DB00203	DB01626	('DB00203', 'DB01626')	1
DB00203	DB04840	('DB00203', 'DB04840')	1
DB00203	DB09242	('DB00203', 'DB09242')	1
DB00203	DB09363	('DB00203', 'DB09363')	1
DB00203	DB11738	('DB00203', 'DB11738')	1
DB00203	DB12945	('DB00203', 'DB12945')	1
DB00203	DB13211	('DB00203', 'DB13211')	1
DB00203	DB13410	('DB00203', 'DB13410')	1
DB00203	DB13429	('DB00203', 'DB13429')	1
DB00203	DB13435	('DB00203', 'DB13435')	1
DB00203	DB13452	('DB00203', 'DB13452')	1
DB00203	DB13575	('DB00203', 'DB13575')	1
DB00203	DB13604	('DB00203', 'DB13604')	1
DB00203	DB13631	('DB00203', 'DB13631')	1
DB00203	DB13779	('DB00203', 'DB13779')	1
DB00203	DB01018	('DB00203', 'DB01018')	1
DB00203	DB01170	('DB00203', 'DB01170')	1
DB00203	DB06762	('DB00203', 'DB06762')	1
DB00203	DB08932	('DB00203', 'DB08932')	1
DB00203	DB01275	('DB00203', 'DB01275')	1
DB00203	DB00657	('DB00203', 'DB00657')	1
DB00203	DB01116	('DB00203', 'DB01116')	1
DB00203	DB00820	('DB00203', 'DB00820')	1
DB00203	DB00457	('DB00203', 'DB00457')	1
DB00203	DB09206	('DB00203', 'DB09206')	1
DB00203	DB12661	('DB00203', 'DB12661')	1
DB00203	DB08931	('DB00203', 'DB08931')	1
DB00203	DB00968	('DB00203', 'DB00968')	1
DB00203	DB00575	('DB00203', 'DB00575')	1
DB00203	DB00559	('DB00203', 'DB00559')	1
DB00203	DB06403	('DB00203', 'DB06403')	1
DB00203	DB00590	('DB00203', 'DB00590')	1
DB00204	DB00559	('DB00204', 'DB00559')	1
DB00204	DB01275	('DB00204', 'DB01275')	1
DB00204	DB00590	('DB00204', 'DB00590')	1
DB00205	DB08931	('DB00205', 'DB08931')	1
DB00206	DB01119	('DB00206', 'DB01119')	1
DB00206	DB00217	('DB00206', 'DB00217')	1
DB00206	DB01180	('DB00206', 'DB01180')	1
DB00206	DB09242	('DB00206', 'DB09242')	1
DB00206	DB11738	('DB00206', 'DB11738')	1
DB00206	DB00765	('DB00206', 'DB00765')	1
DB00206	DB01626	('DB00206', 'DB01626')	1
DB00206	DB00350	('DB00206', 'DB00350')	1
DB00206	DB01089	('DB00206', 'DB01089')	1
DB00206	DB01116	('DB00206', 'DB01116')	1
DB00206	DB06762	('DB00206', 'DB06762')	1
DB00206	DB08931	('DB00206', 'DB08931')	1
DB00206	DB09206	('DB00206', 'DB09206')	1
DB00206	DB09363	('DB00206', 'DB09363')	1
DB00206	DB12945	('DB00206', 'DB12945')	1
DB00206	DB13211	('DB00206', 'DB13211')	1
DB00206	DB13410	('DB00206', 'DB13410')	1
DB00206	DB13429	('DB00206', 'DB13429')	1
DB00206	DB13435	('DB00206', 'DB13435')	1
DB00206	DB13452	('DB00206', 'DB13452')	1
DB00206	DB13575	('DB00206', 'DB13575')	1
DB00206	DB13604	('DB00206', 'DB13604')	1
DB00206	DB13631	('DB00206', 'DB13631')	1
DB00206	DB13779	('DB00206', 'DB13779')	1
DB00206	DB00590	('DB00206', 'DB00590')	1
DB00206	DB04840	('DB00206', 'DB04840')	1
DB00206	DB12661	('DB00206', 'DB12661')	1
DB00206	DB01018	('DB00206', 'DB01018')	1
DB00206	DB06403	('DB00206', 'DB06403')	1
DB00206	DB00559	('DB00206', 'DB00559')	1
DB00206	DB00325	('DB00206', 'DB00325')	1
DB00206	DB00657	('DB00206', 'DB00657')	1
DB00206	DB00968	('DB00206', 'DB00968')	1
DB00206	DB01170	('DB00206', 'DB01170')	1
DB00206	DB08932	('DB00206', 'DB08932')	1
DB00206	DB00820	('DB00206', 'DB00820')	1
DB00206	DB00457	('DB00206', 'DB00457')	1
DB00206	DB00575	('DB00206', 'DB00575')	1
DB00207	DB00559	('DB00207', 'DB00559')	1
DB00207	DB01275	('DB00207', 'DB01275')	1
DB00207	DB00575	('DB00207', 'DB00575')	1
DB00207	DB00590	('DB00207', 'DB00590')	1
DB00208	DB00590	('DB00208', 'DB00590')	1
DB00208	DB00325	('DB00208', 'DB00325')	1
DB00208	DB00657	('DB00208', 'DB00657')	1
DB00208	DB00968	('DB00208', 'DB00968')	1
DB00208	DB01018	('DB00208', 'DB01018')	1
DB00208	DB01170	('DB00208', 'DB01170')	1
DB00208	DB08932	('DB00208', 'DB08932')	1
DB00208	DB00820	('DB00208', 'DB00820')	1
DB00208	DB01275	('DB00208', 'DB01275')	1
DB00208	DB01626	('DB00208', 'DB01626')	1
DB00208	DB08931	('DB00208', 'DB08931')	1
DB00208	DB04840	('DB00208', 'DB04840')	1
DB00208	DB00575	('DB00208', 'DB00575')	1
DB00208	DB12945	('DB00208', 'DB12945')	1
DB00208	DB00559	('DB00208', 'DB00559')	1
DB00209	DB00657	('DB00209', 'DB00657')	1
DB00209	DB01116	('DB00209', 'DB01116')	1
