drugA	drugB	drugcomb	adv/app
DB00320	DB01275	('DB00320', 'DB01275')	1
DB00320	DB00575	('DB00320', 'DB00575')	1
DB00321	DB01089	('DB00321', 'DB01089')	1
DB00321	DB09363	('DB00321', 'DB09363')	1
DB00321	DB13211	('DB00321', 'DB13211')	1
DB00321	DB13410	('DB00321', 'DB13410')	1
DB00321	DB13429	('DB00321', 'DB13429')	1
DB00321	DB13435	('DB00321', 'DB13435')	1
DB00321	DB13452	('DB00321', 'DB13452')	1
DB00321	DB13575	('DB00321', 'DB13575')	1
DB00321	DB13604	('DB00321', 'DB13604')	1
DB00321	DB13631	('DB00321', 'DB13631')	1
DB00321	DB13779	('DB00321', 'DB13779')	1
DB00321	DB06762	('DB00321', 'DB06762')	1
DB00321	DB01119	('DB00321', 'DB01119')	1
DB00321	DB00765	('DB00321', 'DB00765')	1
DB00321	DB01180	('DB00321', 'DB01180')	1
DB00321	DB09242	('DB00321', 'DB09242')	1
DB00321	DB00968	('DB00321', 'DB00968')	1
DB00321	DB11738	('DB00321', 'DB11738')	1
DB00321	DB01018	('DB00321', 'DB01018')	1
DB00321	DB00820	('DB00321', 'DB00820')	1
DB00321	DB09206	('DB00321', 'DB09206')	1
DB00321	DB12661	('DB00321', 'DB12661')	1
DB00321	DB00590	('DB00321', 'DB00590')	1
DB00321	DB00457	('DB00321', 'DB00457')	1
DB00321	DB00325	('DB00321', 'DB00325')	1
DB00321	DB01170	('DB00321', 'DB01170')	1
DB00321	DB01275	('DB00321', 'DB01275')	1
DB00321	DB08932	('DB00321', 'DB08932')	1
DB00321	DB00350	('DB00321', 'DB00350')	1
DB00321	DB06403	('DB00321', 'DB06403')	1
DB00321	DB08931	('DB00321', 'DB08931')	1
DB00321	DB04840	('DB00321', 'DB04840')	1
DB00321	DB12945	('DB00321', 'DB12945')	1
DB00321	DB00559	('DB00321', 'DB00559')	1
DB00321	DB01116	('DB00321', 'DB01116')	1
DB00321	DB00657	('DB00321', 'DB00657')	1
DB00321	DB00575	('DB00321', 'DB00575')	1
DB00321	DB01626	('DB00321', 'DB01626')	1
DB00322	DB00559	('DB00322', 'DB00559')	1
DB00322	DB00590	('DB00322', 'DB00590')	1
DB00322	DB00325	('DB00322', 'DB00325')	1
DB00322	DB00657	('DB00322', 'DB00657')	1
DB00322	DB00820	('DB00322', 'DB00820')	1
DB00322	DB00968	('DB00322', 'DB00968')	1
DB00322	DB01018	('DB00322', 'DB01018')	1
DB00322	DB01170	('DB00322', 'DB01170')	1
DB00322	DB01275	('DB00322', 'DB01275')	1
DB00322	DB08932	('DB00322', 'DB08932')	1
DB00323	DB00765	('DB00323', 'DB00765')	1
DB00323	DB01626	('DB00323', 'DB01626')	1
DB00323	DB00350	('DB00323', 'DB00350')	1
DB00323	DB00457	('DB00323', 'DB00457')	1
DB00323	DB08931	('DB00323', 'DB08931')	1
DB00323	DB09242	('DB00323', 'DB09242')	1
DB00323	DB00590	('DB00323', 'DB00590')	1
DB00323	DB01119	('DB00323', 'DB01119')	1
DB00323	DB01018	('DB00323', 'DB01018')	1
DB00323	DB12661	('DB00323', 'DB12661')	1
DB00323	DB00325	('DB00323', 'DB00325')	1
DB00323	DB00657	('DB00323', 'DB00657')	1
DB00323	DB00820	('DB00323', 'DB00820')	1
DB00323	DB00968	('DB00323', 'DB00968')	1
DB00323	DB01170	('DB00323', 'DB01170')	1
DB00323	DB01275	('DB00323', 'DB01275')	1
DB00323	DB08932	('DB00323', 'DB08932')	1
DB00323	DB01089	('DB00323', 'DB01089')	1
DB00323	DB01116	('DB00323', 'DB01116')	1
DB00323	DB01180	('DB00323', 'DB01180')	1
DB00323	DB04840	('DB00323', 'DB04840')	1
DB00323	DB06403	('DB00323', 'DB06403')	1
DB00323	DB06762	('DB00323', 'DB06762')	1
DB00323	DB09206	('DB00323', 'DB09206')	1
DB00323	DB09363	('DB00323', 'DB09363')	1
DB00323	DB11738	('DB00323', 'DB11738')	1
DB00323	DB12945	('DB00323', 'DB12945')	1
DB00323	DB13211	('DB00323', 'DB13211')	1
DB00323	DB13410	('DB00323', 'DB13410')	1
DB00323	DB13429	('DB00323', 'DB13429')	1
DB00323	DB13435	('DB00323', 'DB13435')	1
DB00323	DB13452	('DB00323', 'DB13452')	1
DB00323	DB13575	('DB00323', 'DB13575')	1
DB00323	DB13604	('DB00323', 'DB13604')	1
DB00323	DB13631	('DB00323', 'DB13631')	1
DB00323	DB13779	('DB00323', 'DB13779')	1
DB00323	DB00559	('DB00323', 'DB00559')	1
DB00323	DB00575	('DB00323', 'DB00575')	1
DB00325	DB00476	('DB00325', 'DB00476')	1
DB00325	DB01235	('DB00325', 'DB01235')	1
DB00325	DB00734	('DB00325', 'DB00734')	1
DB00325	DB00346	('DB00325', 'DB00346')	1
DB00325	DB01143	('DB00325', 'DB01143')	1
DB00325	DB01119	('DB00325', 'DB01119')	1
DB00325	DB00422	('DB00325', 'DB00422')	1
DB00325	DB06701	('DB00325', 'DB06701')	1
DB00325	DB08935	('DB00325', 'DB08935')	1
DB00325	DB00806	('DB00325', 'DB00806')	1
DB00325	DB00344	('DB00325', 'DB00344')	1
DB00325	DB00353	('DB00325', 'DB00353')	1
DB00325	DB00368	('DB00325', 'DB00368')	1
DB00325	DB00370	('DB00325', 'DB00370')	1
DB00325	DB00388	('DB00325', 'DB00388')	1
DB00325	DB00397	('DB00325', 'DB00397')	1
DB00325	DB00420	('DB00325', 'DB00420')	1
DB00325	DB00450	('DB00325', 'DB00450')	1
DB00325	DB00540	('DB00325', 'DB00540')	1
DB00325	DB00543	('DB00325', 'DB00543')	1
DB00325	DB00561	('DB00325', 'DB00561')	1
DB00325	DB00572	('DB00325', 'DB00572')	1
DB00325	DB00589	('DB00325', 'DB00589')	1
DB00325	DB00610	('DB00325', 'DB00610')	1
DB00325	DB00656	('DB00325', 'DB00656')	1
DB00325	DB00668	('DB00325', 'DB00668')	1
DB00325	DB00696	('DB00325', 'DB00696')	1
DB00325	DB00699	('DB00325', 'DB00699')	1
DB00325	DB00723	('DB00325', 'DB00723')	1
DB00325	DB00726	('DB00325', 'DB00726')	1
DB00325	DB00777	('DB00325', 'DB00777')	1
DB00325	DB00802	('DB00325', 'DB00802')	1
DB00325	DB00816	('DB00325', 'DB00816')	1
DB00325	DB00830	('DB00325', 'DB00830')	1
DB00325	DB00831	('DB00325', 'DB00831')	1
DB00325	DB00852	('DB00325', 'DB00852')	1
DB00325	DB00865	('DB00325', 'DB00865')	1
DB00325	DB00867	('DB00325', 'DB00867')	1
DB00325	DB00875	('DB00325', 'DB00875')	1
DB00325	DB00901	('DB00325', 'DB00901')	1
DB00325	DB00935	('DB00325', 'DB00935')	1
DB00325	DB00937	('DB00325', 'DB00937')	1
DB00325	DB00938	('DB00325', 'DB00938')	1
DB00325	DB00952	('DB00325', 'DB00952')	1
DB00325	DB00983	('DB00325', 'DB00983')	1
DB00325	DB00998	('DB00325', 'DB00998')	1
DB00325	DB01028	('DB00325', 'DB01028')	1
DB00325	DB01049	('DB00325', 'DB01049')	1
DB00325	DB01064	('DB00325', 'DB01064')	1
DB00325	DB01102	('DB00325', 'DB01102')	1
DB00325	DB01126	('DB00325', 'DB01126')	1
DB00325	DB01182	('DB00325', 'DB01182')	1
DB00325	DB01186	('DB00325', 'DB01186')	1
DB00325	DB01216	('DB00325', 'DB01216')	1
DB00325	DB01253	('DB00325', 'DB01253')	1
DB00325	DB01255	('DB00325', 'DB01255')	1
DB00325	DB01288	('DB00325', 'DB01288')	1
DB00325	DB01291	('DB00325', 'DB01291')	1
DB00325	DB01363	('DB00325', 'DB01363')	1
DB00325	DB01364	('DB00325', 'DB01364')	1
DB00325	DB01365	('DB00325', 'DB01365')	1
DB00325	DB01366	('DB00325', 'DB01366')	1
DB00325	DB01392	('DB00325', 'DB01392')	1
DB00325	DB01403	('DB00325', 'DB01403')	1
DB00325	DB01407	('DB00325', 'DB01407')	1
DB00325	DB01408	('DB00325', 'DB01408')	1
DB00325	DB01442	('DB00325', 'DB01442')	1
DB00325	DB01454	('DB00325', 'DB01454')	1
DB00325	DB01467	('DB00325', 'DB01467')	1
DB00325	DB01472	('DB00325', 'DB01472')	1
DB00325	DB01484	('DB00325', 'DB01484')	1
DB00325	DB01509	('DB00325', 'DB01509')	1
DB00325	DB01556	('DB00325', 'DB01556')	1
DB00325	DB01576	('DB00325', 'DB01576')	1
DB00325	DB01579	('DB00325', 'DB01579')	1
DB00325	DB01591	('DB00325', 'DB01591')	1
DB00325	DB01608	('DB00325', 'DB01608')	1
DB00325	DB01614	('DB00325', 'DB01614')	1
DB00325	DB01622	('DB00325', 'DB01622')	1
DB00325	DB01624	('DB00325', 'DB01624')	1
DB00325	DB02032	('DB00325', 'DB02032')	1
DB00325	DB04581	('DB00325', 'DB04581')	1
DB00325	DB04829	('DB00325', 'DB04829')	1
DB00325	DB04836	('DB00325', 'DB04836')	1
DB00325	DB04855	('DB00325', 'DB04855')	1
DB00325	DB04908	('DB00325', 'DB04908')	1
DB00325	DB04946	('DB00325', 'DB04946')	1
DB00325	DB05039	('DB00325', 'DB05039')	1
DB00325	DB05395	('DB00325', 'DB05395')	1
DB00325	DB05562	('DB00325', 'DB05562')	1
DB00325	DB06016	('DB00325', 'DB06016')	1
DB00325	DB06148	('DB00325', 'DB06148')	1
DB00325	DB06153	('DB00325', 'DB06153')	1
DB00325	DB06190	('DB00325', 'DB06190')	1
DB00325	DB06216	('DB00325', 'DB06216')	1
DB00325	DB06678	('DB00325', 'DB06678')	1
DB00325	DB06684	('DB00325', 'DB06684')	1
DB00325	DB06707	('DB00325', 'DB06707')	1
DB00325	DB06711	('DB00325', 'DB06711')	1
DB00325	DB06763	('DB00325', 'DB06763')	1
DB00325	DB06764	('DB00325', 'DB06764')	1
DB00325	DB08810	('DB00325', 'DB08810')	1
DB00325	DB08815	('DB00325', 'DB08815')	1
DB00325	DB08841	('DB00325', 'DB08841')	1
DB00325	DB08925	('DB00325', 'DB08925')	1
DB00325	DB08954	('DB00325', 'DB08954')	1
DB00325	DB08957	('DB00325', 'DB08957')	1
DB00325	DB08985	('DB00325', 'DB08985')	1
DB00325	DB09016	('DB00325', 'DB09016')	1
DB00325	DB09061	('DB00325', 'DB09061')	1
DB00325	DB09080	('DB00325', 'DB09080')	1
DB00325	DB09128	('DB00325', 'DB09128')	1
DB00325	DB09167	('DB00325', 'DB09167')	1
DB00325	DB09202	('DB00325', 'DB09202')	1
DB00325	DB09203	('DB00325', 'DB09203')	1
DB00325	DB09289	('DB00325', 'DB09289')	1
DB00325	DB09307	('DB00325', 'DB09307')	1
DB00325	DB09480	('DB00325', 'DB09480')	1
DB00325	DB11124	('DB00325', 'DB11124')	1
DB00325	DB11273	('DB00325', 'DB11273')	1
DB00325	DB11373	('DB00325', 'DB11373')	1
DB00325	DB11428	('DB00325', 'DB11428')	1
DB00325	DB11477	('DB00325', 'DB11477')	1
DB00325	DB11481	('DB00325', 'DB11481')	1
DB00325	DB11541	('DB00325', 'DB11541')	1
DB00325	DB11543	('DB00325', 'DB11543')	1
DB00325	DB11556	('DB00325', 'DB11556')	1
DB00325	DB11755	('DB00325', 'DB11755')	1
DB00325	DB11785	('DB00325', 'DB11785')	1
DB00325	DB11871	('DB00325', 'DB11871')	1
DB00325	DB12080	('DB00325', 'DB12080')	1
DB00325	DB12100	('DB00325', 'DB12100')	1
DB00325	DB12248	('DB00325', 'DB12248')	1
DB00325	DB12313	('DB00325', 'DB12313')	1
DB00325	DB12361	('DB00325', 'DB12361')	1
DB00325	DB12371	('DB00325', 'DB12371')	1
DB00325	DB12551	('DB00325', 'DB12551')	1
DB00325	DB12779	('DB00325', 'DB12779')	1
DB00325	DB12846	('DB00325', 'DB12846')	1
DB00325	DB12927	('DB00325', 'DB12927')	1
DB00325	DB12930	('DB00325', 'DB12930')	1
DB00325	DB13064	('DB00325', 'DB13064')	1
DB00325	DB13108	('DB00325', 'DB13108')	1
DB00325	DB13114	('DB00325', 'DB13114')	1
DB00325	DB13225	('DB00325', 'DB13225')	1
DB00325	DB13246	('DB00325', 'DB13246')	1
DB00325	DB13251	('DB00325', 'DB13251')	1
DB00325	DB13323	('DB00325', 'DB13323')	1
DB00325	DB13341	('DB00325', 'DB13341')	1
DB00325	DB13345	('DB00325', 'DB13345')	1
DB00325	DB13378	('DB00325', 'DB13378')	1
DB00325	DB13384	('DB00325', 'DB13384')	1
DB00325	DB13385	('DB00325', 'DB13385')	1
DB00325	DB13398	('DB00325', 'DB13398')	1
DB00325	DB13399	('DB00325', 'DB13399')	1
DB00325	DB13411	('DB00325', 'DB13411')	1
DB00325	DB13453	('DB00325', 'DB13453')	1
DB00325	DB13496	('DB00325', 'DB13496')	1
DB00325	DB13510	('DB00325', 'DB13510')	1
DB00325	DB13520	('DB00325', 'DB13520')	1
DB00325	DB13559	('DB00325', 'DB13559')	1
DB00325	DB13598	('DB00325', 'DB13598')	1
DB00325	DB13624	('DB00325', 'DB13624')	1
DB00325	DB13692	('DB00325', 'DB13692')	1
DB00325	DB13703	('DB00325', 'DB13703')	1
DB00325	DB13777	('DB00325', 'DB13777')	1
DB00325	DB13781	('DB00325', 'DB13781')	1
DB00325	DB13782	('DB00325', 'DB13782')	1
DB00325	DB13852	('DB00325', 'DB13852')	1
DB00325	DB13917	('DB00325', 'DB13917')	1
DB00325	DB13940	('DB00325', 'DB13940')	1
DB00325	DB14010	('DB00325', 'DB14010')	1
DB00325	DB14231	('DB00325', 'DB14231')	1
DB00325	DB00629	('DB00325', 'DB00629')	1
DB00325	DB00797	('DB00325', 'DB00797')	1
DB00325	DB00886	('DB00325', 'DB00886')	1
DB00325	DB00925	('DB00325', 'DB00925')	1
DB00325	DB01180	('DB00325', 'DB01180')	1
DB00325	DB08950	('DB00325', 'DB08950')	1
DB00325	DB09242	('DB00325', 'DB09242')	1
DB00325	DB11738	('DB00325', 'DB11738')	1
DB00325	DB12661	('DB00325', 'DB12661')	1
DB00325	DB00679	('DB00325', 'DB00679')	1
DB00325	DB00708	('DB00325', 'DB00708')	1
DB00325	DB00753	('DB00325', 'DB00753')	1
DB00325	DB00818	('DB00325', 'DB00818')	1
DB00325	DB00899	('DB00325', 'DB00899')	1
DB00325	DB01159	('DB00325', 'DB01159')	1
DB00325	DB01189	('DB00325', 'DB01189')	1
DB00325	DB01200	('DB00325', 'DB01200')	1
DB00325	DB01236	('DB00325', 'DB01236')	1
DB00325	DB05271	('DB00325', 'DB05271')	1
DB00325	DB08941	('DB00325', 'DB08941')	1
DB00325	DB00813	('DB00325', 'DB00813')	1
DB00325	DB01151	('DB00325', 'DB01151')	1
DB00325	DB01242	('DB00325', 'DB01242')	1
DB00325	DB08996	('DB00325', 'DB08996')	1
DB00325	DB15685	('DB00325', 'DB15685')	1
DB00325	DB15965	('DB00325', 'DB15965')	1
DB00325	DB00750	('DB00325', 'DB00750')	1
DB00325	DB00343	('DB00325', 'DB00343')	1
DB00325	DB00347	('DB00325', 'DB00347')	1
DB00325	DB00381	('DB00325', 'DB00381')	1
DB00325	DB00393	('DB00325', 'DB00393')	1
DB00325	DB00401	('DB00325', 'DB00401')	1
DB00325	DB00528	('DB00325', 'DB00528')	1
DB00325	DB00568	('DB00325', 'DB00568')	1
DB00325	DB00593	('DB00325', 'DB00593')	1
DB00325	DB00622	('DB00325', 'DB00622')	1
DB00325	DB00653	('DB00325', 'DB00653')	1
DB00325	DB00661	('DB00325', 'DB00661')	1
DB00325	DB00909	('DB00325', 'DB00909')	1
DB00325	DB01023	('DB00325', 'DB01023')	1
DB00325	DB01054	('DB00325', 'DB01054')	1
DB00325	DB01074	('DB00325', 'DB01074')	1
DB00325	DB01115	('DB00325', 'DB01115')	1
DB00325	DB01118	('DB00325', 'DB01118')	1
DB00325	DB01136	('DB00325', 'DB01136')	1
DB00325	DB01244	('DB00325', 'DB01244')	1
DB00325	DB01388	('DB00325', 'DB01388')	1
DB00325	DB04743	('DB00325', 'DB04743')	1
DB00325	DB04825	('DB00325', 'DB04825')	1
DB00325	DB04838	('DB00325', 'DB04838')	1
DB00325	DB04841	('DB00325', 'DB04841')	1
DB00325	DB04842	('DB00325', 'DB04842')	1
DB00325	DB04920	('DB00325', 'DB04920')	1
DB00325	DB05246	('DB00325', 'DB05246')	1
DB00325	DB05885	('DB00325', 'DB05885')	1
DB00325	DB06152	('DB00325', 'DB06152')	1
DB00325	DB06283	('DB00325', 'DB06283')	1
DB00325	DB06446	('DB00325', 'DB06446')	1
DB00325	DB06694	('DB00325', 'DB06694')	1
DB00325	DB06712	('DB00325', 'DB06712')	1
DB00325	DB07615	('DB00325', 'DB07615')	1
DB00325	DB08162	('DB00325', 'DB08162')	1
DB00325	DB08838	('DB00325', 'DB08838')	1
DB00325	DB08980	('DB00325', 'DB08980')	1
DB00325	DB08992	('DB00325', 'DB08992')	1
DB00325	DB09089	('DB00325', 'DB09089')	1
DB00325	DB09090	('DB00325', 'DB09090')	1
DB00325	DB09227	('DB00325', 'DB09227')	1
DB00325	DB09229	('DB00325', 'DB09229')	1
DB00325	DB09230	('DB00325', 'DB09230')	1
DB00325	DB09231	('DB00325', 'DB09231')	1
DB00325	DB09232	('DB00325', 'DB09232')	1
DB00325	DB09234	('DB00325', 'DB09234')	1
DB00325	DB09235	('DB00325', 'DB09235')	1
DB00325	DB09236	('DB00325', 'DB09236')	1
DB00325	DB09238	('DB00325', 'DB09238')	1
DB00325	DB09239	('DB00325', 'DB09239')	1
DB00325	DB09240	('DB00325', 'DB09240')	1
DB00325	DB11960	('DB00325', 'DB11960')	1
DB00325	DB12092	('DB00325', 'DB12092')	1
DB00325	DB12093	('DB00325', 'DB12093')	1
DB00325	DB12131	('DB00325', 'DB12131')	1
DB00325	DB12923	('DB00325', 'DB12923')	1
DB00325	DB13488	('DB00325', 'DB13488')	1
DB00325	DB13500	('DB00325', 'DB13500')	1
DB00325	DB13725	('DB00325', 'DB13725')	1
DB00325	DB13766	('DB00325', 'DB13766')	1
DB00325	DB13791	('DB00325', 'DB13791')	1
DB00325	DB13835	('DB00325', 'DB13835')	1
DB00325	DB13950	('DB00325', 'DB13950')	1
DB00325	DB14063	('DB00325', 'DB14063')	1
DB00325	DB14064	('DB00325', 'DB14064')	1
DB00325	DB14065	('DB00325', 'DB14065')	1
DB00325	DB14066	('DB00325', 'DB14066')	1
DB00325	DB14068	('DB00325', 'DB14068')	1
DB00325	DB06782	('DB00325', 'DB06782')	1
DB00325	DB08826	('DB00325', 'DB08826')	1
DB00325	DB00968	('DB00325', 'DB00968')	1
DB00325	DB09220	('DB00325', 'DB09220')	1
DB00325	DB09282	('DB00325', 'DB09282')	1
DB00325	DB00521	('DB00325', 'DB00521')	1
DB00325	DB00869	('DB00325', 'DB00869')	1
DB00325	DB00905	('DB00325', 'DB00905')	1
DB00325	DB01214	('DB00325', 'DB01214')	1
DB00325	DB06826	('DB00325', 'DB06826')	1
DB00325	DB00335	('DB00325', 'DB00335')	1
DB00325	DB00350	('DB00325', 'DB00350')	1
DB00325	DB00519	('DB00325', 'DB00519')	1
DB00325	DB00542	('DB00325', 'DB00542')	1
DB00325	DB00559	('DB00325', 'DB00559')	1
DB00325	DB00584	('DB00325', 'DB00584')	1
DB00325	DB00590	('DB00325', 'DB00590')	1
DB00325	DB00616	('DB00325', 'DB00616')	1
DB00325	DB00678	('DB00325', 'DB00678')	1
DB00325	DB00691	('DB00325', 'DB00691')	1
DB00325	DB00765	('DB00325', 'DB00765')	1
DB00325	DB00785	('DB00325', 'DB00785')	1
DB00325	DB00796	('DB00325', 'DB00796')	1
DB00325	DB00866	('DB00325', 'DB00866')	1
DB00325	DB00876	('DB00325', 'DB00876')	1
DB00325	DB00881	('DB00325', 'DB00881')	1
DB00325	DB00966	('DB00325', 'DB00966')	1
DB00325	DB01029	('DB00325', 'DB01029')	1
DB00325	DB01089	('DB00325', 'DB01089')	1
DB00325	DB01090	('DB00325', 'DB01090')	1
DB00325	DB01116	('DB00325', 'DB01116')	1
DB00325	DB01158	('DB00325', 'DB01158')	1
DB00325	DB01162	('DB00325', 'DB01162')	1
DB00325	DB01193	('DB00325', 'DB01193')	1
DB00325	DB01197	('DB00325', 'DB01197')	1
DB00325	DB01295	('DB00325', 'DB01295')	1
DB00325	DB01297	('DB00325', 'DB01297')	1
DB00325	DB01340	('DB00325', 'DB01340')	1
DB00325	DB01347	('DB00325', 'DB01347')	1
DB00325	DB01348	('DB00325', 'DB01348')	1
DB00325	DB01580	('DB00325', 'DB01580')	1
DB00325	DB03322	('DB00325', 'DB03322')	1
DB00325	DB04840	('DB00325', 'DB04840')	1
DB00325	DB04846	('DB00325', 'DB04846')	1
DB00325	DB04861	('DB00325', 'DB04861')	1
DB00325	DB06268	('DB00325', 'DB06268')	1
DB00325	DB06403	('DB00325', 'DB06403')	1
DB00325	DB06445	('DB00325', 'DB06445')	1
DB00325	DB06762	('DB00325', 'DB06762')	1
DB00325	DB07767	('DB00325', 'DB07767')	1
DB00325	DB08808	('DB00325', 'DB08808')	1
DB00325	DB08836	('DB00325', 'DB08836')	1
DB00325	DB08931	('DB00325', 'DB08931')	1
DB00325	DB08952	('DB00325', 'DB08952')	1
DB00325	DB08960	('DB00325', 'DB08960')	1
DB00325	DB09026	('DB00325', 'DB09026')	1
DB00325	DB09206	('DB00325', 'DB09206')	1
DB00325	DB09363	('DB00325', 'DB09363')	1
DB00325	DB11362	('DB00325', 'DB11362')	1
DB00325	DB11720	('DB00325', 'DB11720')	1
DB00325	DB11770	('DB00325', 'DB11770')	1
DB00325	DB11783	('DB00325', 'DB11783')	1
DB00325	DB12054	('DB00325', 'DB12054')	1
DB00325	DB12212	('DB00325', 'DB12212')	1
DB00325	DB12945	('DB00325', 'DB12945')	1
DB00325	DB13166	('DB00325', 'DB13166')	1
DB00325	DB13211	('DB00325', 'DB13211')	1
DB00325	DB13312	('DB00325', 'DB13312')	1
DB00325	DB13374	('DB00325', 'DB13374')	1
DB00325	DB13400	('DB00325', 'DB13400')	1
DB00325	DB13410	('DB00325', 'DB13410')	1
DB00325	DB13429	('DB00325', 'DB13429')	1
DB00325	DB13435	('DB00325', 'DB13435')	1
DB00325	DB13443	('DB00325', 'DB13443')	1
DB00325	DB13452	('DB00325', 'DB13452')	1
DB00325	DB13508	('DB00325', 'DB13508')	1
DB00325	DB13575	('DB00325', 'DB13575')	1
DB00325	DB13604	('DB00325', 'DB13604')	1
DB00325	DB13631	('DB00325', 'DB13631')	1
DB00325	DB13757	('DB00325', 'DB13757')	1
DB00325	DB13779	('DB00325', 'DB13779')	1
DB00325	DB13919	('DB00325', 'DB13919')	1
DB00325	DB14094	('DB00325', 'DB14094')	1
DB00325	DB14125	('DB00325', 'DB14125')	1
DB00325	DB14207	('DB00325', 'DB14207')	1
DB00325	DB14208	('DB00325', 'DB14208')	1
DB00325	DB14213	('DB00325', 'DB14213')	1
DB00325	DB14217	('DB00325', 'DB14217')	1
DB00325	DB09237	('DB00325', 'DB09237')	1
DB00325	DB00484	('DB00325', 'DB00484')	1
DB00325	DB00820	('DB00325', 'DB00820')	1
DB00325	DB00862	('DB00325', 'DB00862')	1
DB00325	DB00975	('DB00325', 'DB00975')	1
DB00325	DB05266	('DB00325', 'DB05266')	1
DB00325	DB06237	('DB00325', 'DB06237')	1
DB00325	DB06267	('DB00325', 'DB06267')	1
DB00325	DB09273	('DB00325', 'DB09273')	1
DB00325	DB11792	('DB00325', 'DB11792')	1
DB00325	DB12010	('DB00325', 'DB12010')	1
DB00325	DB00374	('DB00325', 'DB00374')	1
DB00325	DB01088	('DB00325', 'DB01088')	1
DB00325	DB01240	('DB00325', 'DB01240')	1
DB00325	DB14337	('DB00325', 'DB14337')	1
DB00325	DB00601	('DB00325', 'DB00601')	1
DB00325	DB00614	('DB00325', 'DB00614')	1
DB00325	DB00752	('DB00325', 'DB00752')	1
DB00325	DB00780	('DB00325', 'DB00780')	1
DB00325	DB00805	('DB00325', 'DB00805')	1
DB00325	DB01037	('DB00325', 'DB01037')	1
DB00325	DB01168	('DB00325', 'DB01168')	1
DB00325	DB01171	('DB00325', 'DB01171')	1
DB00325	DB01247	('DB00325', 'DB01247')	1
DB00325	DB01367	('DB00325', 'DB01367')	1
DB00325	DB01626	('DB00325', 'DB01626')	1
DB00325	DB04017	('DB00325', 'DB04017')	1
DB00325	DB04818	('DB00325', 'DB04818')	1
DB00325	DB04820	('DB00325', 'DB04820')	1
DB00325	DB06654	('DB00325', 'DB06654')	1
DB00325	DB08550	('DB00325', 'DB08550')	1
DB00325	DB09241	('DB00325', 'DB09241')	1
DB00325	DB09243	('DB00325', 'DB09243')	1
DB00325	DB09244	('DB00325', 'DB09244')	1
DB00325	DB09245	('DB00325', 'DB09245')	1
DB00325	DB09246	('DB00325', 'DB09246')	1
DB00325	DB09248	('DB00325', 'DB09248')	1
DB00325	DB09249	('DB00325', 'DB09249')	1
DB00325	DB09250	('DB00325', 'DB09250')	1
DB00325	DB09251	('DB00325', 'DB09251')	1
DB00325	DB09252	('DB00325', 'DB09252')	1
DB00325	DB09253	('DB00325', 'DB09253')	1
DB00325	DB09254	('DB00325', 'DB09254')	1
DB00325	DB13875	('DB00325', 'DB13875')	1
DB00325	DB13876	('DB00325', 'DB13876')	1
DB00325	DB00365	('DB00325', 'DB00365')	1
DB00325	DB00467	('DB00325', 'DB00467')	1
DB00325	DB00487	('DB00325', 'DB00487')	1
DB00325	DB00537	('DB00325', 'DB00537')	1
DB00325	DB00685	('DB00325', 'DB00685')	1
DB00325	DB00779	('DB00325', 'DB00779')	1
DB00325	DB00817	('DB00325', 'DB00817')	1
DB00325	DB00827	('DB00325', 'DB00827')	1
DB00325	DB00978	('DB00325', 'DB00978')	1
DB00325	DB01044	('DB00325', 'DB01044')	1
DB00325	DB01059	('DB00325', 'DB01059')	1
DB00325	DB01137	('DB00325', 'DB01137')	1
DB00325	DB01155	('DB00325', 'DB01155')	1
DB00325	DB01165	('DB00325', 'DB01165')	1
DB00325	DB01208	('DB00325', 'DB01208')	1
DB00325	DB01405	('DB00325', 'DB01405')	1
DB00325	DB04576	('DB00325', 'DB04576')	1
DB00325	DB05488	('DB00325', 'DB05488')	1
DB00325	DB06160	('DB00325', 'DB06160')	1
DB00325	DB06600	('DB00325', 'DB06600')	1
DB00325	DB08972	('DB00325', 'DB08972')	1
DB00325	DB11404	('DB00325', 'DB11404')	1
DB00325	DB11443	('DB00325', 'DB11443')	1
DB00325	DB11491	('DB00325', 'DB11491')	1
DB00325	DB11511	('DB00325', 'DB11511')	1
DB00325	DB11774	('DB00325', 'DB11774')	1
DB00325	DB11892	('DB00325', 'DB11892')	1
DB00325	DB11943	('DB00325', 'DB11943')	1
DB00325	DB13261	('DB00325', 'DB13261')	1
DB00325	DB13627	('DB00325', 'DB13627')	1
DB00325	DB13772	('DB00325', 'DB13772')	1
DB00325	DB13823	('DB00325', 'DB13823')	1
DB00325	DB06824	('DB00325', 'DB06824')	1
DB00325	DB00418	('DB00325', 'DB00418')	1
DB00325	DB00474	('DB00325', 'DB00474')	1
DB00325	DB00599	('DB00325', 'DB00599')	1
DB00325	DB00794	('DB00325', 'DB00794')	1
DB00325	DB00849	('DB00325', 'DB00849')	1
DB00325	DB01154	('DB00325', 'DB01154')	1
DB00325	DB01351	('DB00325', 'DB01351')	1
DB00325	DB01355	('DB00325', 'DB01355')	1
DB00325	DB01483	('DB00325', 'DB01483')	1
DB00325	DB09001	('DB00325', 'DB09001')	1
DB00325	DB00334	('DB00325', 'DB00334')	1
DB00325	DB00486	('DB00325', 'DB00486')	1
DB00325	DB00489	('DB00325', 'DB00489')	1
DB00325	DB00697	('DB00325', 'DB00697')	1
DB00325	DB00714	('DB00325', 'DB00714')	1
